Organism/Name,origin,order,family,subfamily,genus
Escherichia phage APCEc02,RefSeq-94,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
Escherichia phage AR1,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage Av-05,RefSeq-94,Caudovirales,Myoviridae,Vequintavirinae,Avunavirus
Escherichia phage Bp4,RefSeq-94,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage C119,RefSeq-94,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage CAjan,RefSeq-94,Caudovirales,Siphoviridae,,Seuratvirus
Escherichia phage CICC 80001,RefSeq-94,Caudovirales,Podoviridae,Autographivirinae,Teseptimavirus
Escherichia phage D108,RefSeq-94,Caudovirales,Myoviridae,,Muvirus
Escherichia phage EB49,RefSeq-94,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage EC1-UPM,RefSeq-94,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage EC6,RefSeq-94,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage ECBP1,RefSeq-94,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage ECBP2,RefSeq-94,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage ECBP5,RefSeq-94,Caudovirales,Podoviridae,Autographivirinae,Zindervirus
Escherichia phage ECD7,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Krischvirus
Escherichia phage ECML-117,RefSeq-94,Caudovirales,Myoviridae,,
Escherichia phage ECML-134,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage ECML-4,RefSeq-94,Caudovirales,Ackermannviridae,Cvivirinae,Vi1virus
Escherichia phage EK99P-1,RefSeq-94,Caudovirales,Siphoviridae,,Hk578virus
Escherichia phage Envy,RefSeq-94,Caudovirales,Siphoviridae,,Dhillonvirus
Escherichia phage FFH2,RefSeq-94,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage FV3,RefSeq-94,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage Gluttony,RefSeq-94,Caudovirales,Siphoviridae,,Dhillonvirus
Escherichia phage HK446,RefSeq-94,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HK542,RefSeq-94,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HK544,RefSeq-94,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HK578,RefSeq-94,Caudovirales,Siphoviridae,,Hk578virus
Escherichia phage HK629,RefSeq-94,Caudovirales,Siphoviridae,,Lambdavirus
Escherichia phage HK630,RefSeq-94,Caudovirales,Siphoviridae,,Lambdavirus
Escherichia phage HK633,RefSeq-94,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HK639,RefSeq-94,Caudovirales,Siphoviridae,,
Escherichia phage HK75,RefSeq-94,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HX01,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Rb69virus
Escherichia phage HY01,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage HY02,RefSeq-94,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage HY03,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage IME11,RefSeq-94,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage JES2013,RefSeq-94,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage JH2,RefSeq-94,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage JMPW1,RefSeq-94,Caudovirales,Siphoviridae,Tunavirinae,T1virus
Escherichia phage JMPW2,RefSeq-94,Caudovirales,Siphoviridae,Tunavirinae,T1virus
Escherichia phage JS98,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Js98virus
Escherichia phage JSE,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Rb49virus
Escherichia phage K1-dep(1),RefSeq-94,Caudovirales,Siphoviridae,Guernseyvirinae,K1gvirus
Escherichia phage K1-dep(4),RefSeq-94,Caudovirales,Siphoviridae,Guernseyvirinae,K1gvirus
Escherichia phage K1-ind(2),RefSeq-94,Caudovirales,Siphoviridae,Guernseyvirinae,K1gvirus
Escherichia phage K1ind1,RefSeq-94,Caudovirales,Siphoviridae,Guernseyvirinae,K1gvirus
Escherichia phage K30,RefSeq-94,Caudovirales,Podoviridae,Autographivirinae,Kp32virus
Escherichia phage KBNP1711,RefSeq-94,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage LM33_P1,RefSeq-94,Caudovirales,Podoviridae,Autographivirinae,Teseptimavirus
Escherichia phage Lw1,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,
Escherichia phage MX01,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Dhakavirus
Escherichia phage Min27,RefSeq-94,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage Murica,RefSeq-94,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
Escherichia phage NJ01,RefSeq-94,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage P13374,RefSeq-94,Caudovirales,Podoviridae,Sepvirinae,Oslovirus
Escherichia phage P483,RefSeq-94,Caudovirales,Podoviridae,Autographivirinae,Teseptimavirus
Escherichia phage P694,RefSeq-94,Caudovirales,Podoviridae,Autographivirinae,Teseptimavirus
Escherichia phage PA2,RefSeq-94,Caudovirales,Podoviridae,Sepvirinae,Tl2011virus
Escherichia phage PA28,RefSeq-94,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage PBECO 4,RefSeq-94,Caudovirales,Myoviridae,,Asteriusvirus
Escherichia phage PE3-1,RefSeq-94,Caudovirales,Podoviridae,Autographivirinae,Teseptimavirus
Escherichia phage PhaxI,RefSeq-94,Caudovirales,Ackermannviridae,Cvivirinae,Cba120virus
Escherichia phage Pollock,RefSeq-94,Caudovirales,Podoviridae,,Sp58virus
Escherichia phage QL01,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Js98virus
Escherichia phage RB3,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage RCS47,RefSeq-94,Caudovirales,Myoviridae,,Punavirus
Escherichia phage SRT8,RefSeq-94,Caudovirales,Siphoviridae,Tunavirinae,Sertoctavirus
Escherichia phage ST0,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
Escherichia phage SUSP1,RefSeq-94,Caudovirales,Myoviridae,Ounavirinae,Suspvirus
Escherichia phage SUSP2,RefSeq-94,Caudovirales,Myoviridae,Ounavirinae,Suspvirus
Escherichia phage Seurat,RefSeq-94,Caudovirales,Siphoviridae,,Seuratvirus
Escherichia phage Stx2 II,RefSeq-94,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage TL-2011b,RefSeq-94,Caudovirales,Podoviridae,,Uetakevirus
Escherichia phage TL-2011c,RefSeq-94,Caudovirales,Podoviridae,Sepvirinae,Tl2011virus
Escherichia phage UFV-AREG1,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage V18,RefSeq-94,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
Escherichia phage V5,RefSeq-94,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage VB_EcoS-Golestan,RefSeq-94,Caudovirales,Siphoviridae,Guernseyvirinae,Kagunavirus
Escherichia phage WG01,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Dhakavirus
Escherichia phage YD-2008.s,RefSeq-94,Caudovirales,Siphoviridae,,Hk578virus
Escherichia phage e4/1c,RefSeq-94,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage ime09,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage mEp234,RefSeq-94,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage mEpX1,RefSeq-94,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage mEpX2,RefSeq-94,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage phAPEC8,RefSeq-94,Caudovirales,Myoviridae,,
Escherichia phage phi191,RefSeq-94,Caudovirales,Podoviridae,Sepvirinae,Tl2011virus
Escherichia phage phiK,RefSeq-94,,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage phiKT,RefSeq-94,Caudovirales,Podoviridae,Autographivirinae,
Escherichia phage phiV10,RefSeq-94,Caudovirales,Podoviridae,,Epsilon15virus
Escherichia phage pro147,RefSeq-94,Caudovirales,Myoviridae,Peduovirinae,Peduovirus
Escherichia phage pro483,RefSeq-94,Caudovirales,Myoviridae,Peduovirinae,Peduovirus
Escherichia phage slur01,RefSeq-94,Caudovirales,Siphoviridae,,Seuratvirus
Escherichia phage slur02,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage slur03,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage slur04,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage slur05,RefSeq-94,Caudovirales,Siphoviridae,,Dhillonvirus
Escherichia phage slur07,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage slur09,RefSeq-94,Caudovirales,Siphoviridae,,T5virus
Escherichia phage slur14,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage slur16,RefSeq-94,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
Escherichia phage vB_EcoM-UFV13,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage vB_EcoM-VpaE1,RefSeq-94,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage vB_EcoM-ep3,RefSeq-94,Caudovirales,Myoviridae,,Cvm10virus
Escherichia phage vB_EcoM_112,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage vB_EcoM_ACG-C40,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage vB_EcoM_AYO145A,RefSeq-94,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage vB_EcoM_Alf5,RefSeq-94,Caudovirales,Myoviridae,Ounavirinae,Felixounavirus
Escherichia phage vB_EcoM_ECO1230-10,RefSeq-94,Caudovirales,Myoviridae,,Cvm10virus
Escherichia phage vB_EcoM_ECOO78,RefSeq-94,Caudovirales,Myoviridae,,Jilinvirus
Escherichia phage vB_EcoM_JS09,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Rb69virus
Escherichia phage vB_EcoM_PhAPEC2,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
Escherichia phage vB_EcoM_VR20,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Sp18virus
Escherichia phage vB_EcoM_VR25,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Sp18virus
Escherichia phage vB_EcoM_VR26,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Sp18virus
Escherichia phage vB_EcoM_VR7,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Sp18virus
Escherichia phage vB_EcoP_24B,RefSeq-94,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage vB_EcoP_G7C,RefSeq-94,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage vB_EcoP_GA2A,RefSeq-94,Caudovirales,Podoviridae,Autographivirinae,Teseptimavirus
Escherichia phage vB_EcoP_PhAPEC5,RefSeq-94,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage vB_EcoP_PhAPEC7,RefSeq-94,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage vB_EcoP_SU10,RefSeq-94,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage vB_EcoS_AHP42,RefSeq-94,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage vB_EcoS_AHS24,RefSeq-94,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage vB_EcoS_AKS96,RefSeq-94,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage vB_EcoS_FFH1,RefSeq-94,Caudovirales,Siphoviridae,,T5virus
Escherichia phage vB_Eco_ACG-M12,RefSeq-94,Caudovirales,Siphoviridae,Tunavirinae,Rtpvirus
Escherichia phage wV7,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage wV8,RefSeq-94,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia virus 186,RefSeq-94,Caudovirales,Myoviridae,Peduovirinae,P2virus
Escherichia virus AKFV33,RefSeq-94,Caudovirales,Siphoviridae,,T5virus
Escherichia virus BZ13,RefSeq-94,,Leviviridae,,Levivirus
Escherichia virus CBA120,RefSeq-94,Caudovirales,Ackermannviridae,Cvivirinae,Cba120virus
Escherichia virus DT57C,RefSeq-94,Caudovirales,Siphoviridae,,T5virus
Escherichia virus EPS7,RefSeq-94,Caudovirales,Siphoviridae,,T5virus
Escherichia virus FI,RefSeq-94,,Leviviridae,,Allolevivirus
Escherichia virus HK022,RefSeq-94,Caudovirales,Siphoviridae,,Hk97virus
Escherichia virus HK97,RefSeq-94,Caudovirales,Siphoviridae,,Hk97virus
Escherichia virus I22,RefSeq-94,,Inoviridae,,Lineavirus
Escherichia virus JL1,RefSeq-94,Caudovirales,Siphoviridae,,Hk578virus
Escherichia virus K1-5,RefSeq-94,Caudovirales,Podoviridae,Autographivirinae,Sp6virus
Escherichia virus K1E,RefSeq-94,Caudovirales,Podoviridae,Autographivirinae,Sp6virus
Escherichia virus KP26,RefSeq-94,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia virus Lambda,RefSeq-94,Caudovirales,Siphoviridae,,Lambdavirus
Escherichia virus M13,RefSeq-94,,Inoviridae,,Inovirus
Escherichia virus Mu,RefSeq-94,Caudovirales,Myoviridae,,Muvirus
Escherichia virus N15,RefSeq-94,Caudovirales,Siphoviridae,,N15virus
Escherichia virus N4,RefSeq-94,Caudovirales,Podoviridae,,N4virus
Escherichia virus P1,RefSeq-94,Caudovirales,Myoviridae,,P1virus
Escherichia virus P2,RefSeq-94,Caudovirales,Myoviridae,Peduovirinae,P2virus
Escherichia virus Qbeta,RefSeq-94,,Leviviridae,,Allolevivirus
Escherichia virus RB14,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia virus RB16,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,
Escherichia virus RB32,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia virus RB43,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,
Escherichia virus Rtp,RefSeq-94,Caudovirales,Siphoviridae,Tunavirinae,Rtpvirus
Escherichia virus SSL2009a,RefSeq-94,Caudovirales,Siphoviridae,,Hk578virus
Escherichia virus T1,RefSeq-94,Caudovirales,Siphoviridae,Tunavirinae,T1virus
Escherichia virus T4,RefSeq-94,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia virus T5,RefSeq-94,Caudovirales,Siphoviridae,,T5virus
Escherichia virus TLS,RefSeq-94,Caudovirales,Siphoviridae,Tunavirinae,Tlsvirus
Escherichia virus Wphi,RefSeq-94,Caudovirales,Myoviridae,Peduovirinae,P2virus
Escherichia virus phiEco32,RefSeq-94,Caudovirales,Podoviridae,,Phieco32virus
Escherichia virus phiX174,RefSeq-94,,Microviridae,Bullavirinae,Phix174microvirus
Flavobacterium phage 11b,RefSeq-94,Caudovirales,Siphoviridae,,
Flavobacterium phage 1H,RefSeq-94,Caudovirales,Siphoviridae,,Unahavirus
Flavobacterium phage 23T,RefSeq-94,Caudovirales,Siphoviridae,,Unahavirus
Flavobacterium phage 2A,RefSeq-94,Caudovirales,Siphoviridae,,Unahavirus
Flavobacterium phage 6H,RefSeq-94,Caudovirales,Siphoviridae,,Unahavirus
Flavobacterium phage FCL-2,RefSeq-94,Caudovirales,Myoviridae,,Ficleduovirus
Flavobacterium phage FCV-1,RefSeq-94,Caudovirales,Myoviridae,,Ficleduovirus
Flavobacterium phage FpV4,RefSeq-94,Caudovirales,Podoviridae,,Fipvunavirus
Flavobacterium phage Fpv1,RefSeq-94,Caudovirales,Podoviridae,,Fipvunavirus
Flavobacterium phage Fpv10,RefSeq-94,,,,
Flavobacterium phage Fpv11,RefSeq-94,,,,
Flavobacterium phage Fpv2,RefSeq-94,Caudovirales,Podoviridae,,Fipvunavirus
Flavobacterium phage Fpv20,RefSeq-94,Caudovirales,Podoviridae,,Fipvunavirus
Flavobacterium phage Fpv3,RefSeq-94,Caudovirales,Podoviridae,,Fipvunavirus
Flavobacterium phage Fpv5,RefSeq-94,,,,
Flavobacterium phage Fpv6,RefSeq-94,,,,
Flavobacterium phage Fpv7,RefSeq-94,,,,
Flavobacterium phage Fpv8,RefSeq-94,,,,
Geobacillus phage GBK2,RefSeq-94,Caudovirales,Siphoviridae,,
Geobacillus phage GBSV1,RefSeq-94,Caudovirales,Myoviridae,,Svunavirus
Geobacillus phage TP-84,RefSeq-94,Caudovirales,Siphoviridae,,Tp84virus
Geobacillus virus E2,RefSeq-94,Caudovirales,Siphoviridae,,
Geobacillus virus E3,RefSeq-94,Caudovirales,Siphoviridae,,
Gluconobacter phage GC1,RefSeq-94,,Tectiviridae,,Gammatectivirus
Gokushovirinae Bog1183_53,RefSeq-94,,Microviridae,Gokushovirinae,
Gokushovirinae Bog5712_52,RefSeq-94,,Microviridae,Gokushovirinae,
Gokushovirinae Bog8989_22,RefSeq-94,,Microviridae,Gokushovirinae,
Gokushovirinae Fen672_31,RefSeq-94,,Microviridae,Gokushovirinae,
Gokushovirinae Fen7875_21,RefSeq-94,,Microviridae,Gokushovirinae,
Gokushovirinae GAIR4,RefSeq-94,,Microviridae,Gokushovirinae,
Gokushovirinae GNX3R,RefSeq-94,,Microviridae,Gokushovirinae,
Gordonia phage Attis,RefSeq-94,Caudovirales,Siphoviridae,,Attisvirus
Gordonia phage Bachita,RefSeq-94,Caudovirales,Siphoviridae,,Smoothievirus
Gordonia phage Bantam,RefSeq-94,Caudovirales,Siphoviridae,,Bantamvirus
Gordonia phage BaxterFox,RefSeq-94,Caudovirales,Siphoviridae,Nymbaxtervirinae,Baxtervirus
Gordonia phage BetterKatz,RefSeq-94,Caudovirales,Siphoviridae,,Betterkatzvirus
Gordonia phage Blueberry,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage Bowser,RefSeq-94,Caudovirales,Siphoviridae,,Bowservirus
Gordonia phage Brandonk123,RefSeq-94,Caudovirales,Siphoviridae,,Vividuovirus
Gordonia phage BritBrat,RefSeq-94,Caudovirales,Siphoviridae,,Britbratvirus
Gordonia phage CaptainKirk2,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage CarolAnn,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage ClubL,RefSeq-94,Caudovirales,Siphoviridae,,Smoothievirus
Gordonia phage Cozz,RefSeq-94,Caudovirales,Siphoviridae,,Emalynvirus
Gordonia phage Cucurbita,RefSeq-94,Caudovirales,Siphoviridae,,Smoothievirus
Gordonia phage Demosthenes,RefSeq-94,Caudovirales,Siphoviridae,,Demosthenesvirus
Gordonia phage Emalyn,RefSeq-94,Caudovirales,Siphoviridae,,Emalynvirus
Gordonia phage Eyre,RefSeq-94,Caudovirales,Siphoviridae,,Eyrevirus
Gordonia phage GAL1,RefSeq-94,Caudovirales,Siphoviridae,,Galunavirus
Gordonia phage GMA1,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage GMA3,RefSeq-94,Caudovirales,Siphoviridae,,Gamtrevirus
Gordonia phage GMA4,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage GMA5,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage GMA6,RefSeq-94,Caudovirales,Siphoviridae,,Bendigovirus
Gordonia phage GMA7,RefSeq-94,Caudovirales,Siphoviridae,,Getseptimavirus
Gordonia phage GRU1,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage GRU3,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage GTE2,RefSeq-94,Caudovirales,Siphoviridae,,Emalynvirus
Gordonia phage GTE5,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage GTE6,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage GTE7,RefSeq-94,Caudovirales,Siphoviridae,,Getseptimavirus
Gordonia phage GTE8,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage Ghobes,RefSeq-94,Caudovirales,Siphoviridae,,Ghobesvirus
Gordonia phage Gmala1,RefSeq-94,Caudovirales,Siphoviridae,,Gordtnkvirus
Gordonia phage GordDuk1,RefSeq-94,Caudovirales,Siphoviridae,,Gordtnkvirus
Gordonia phage GordTnk2,RefSeq-94,Caudovirales,Siphoviridae,,Gordtnkvirus
Gordonia phage Gsput1,RefSeq-94,Caudovirales,Siphoviridae,,Gesputvirus
Gordonia phage Guacamole,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage Gustav,RefSeq-94,Caudovirales,Siphoviridae,,Gustavvirus
Gordonia phage Hedwig,RefSeq-94,Caudovirales,Siphoviridae,,Hedwigvirus
Gordonia phage Hotorobo,RefSeq-94,Caudovirales,Siphoviridae,,Woesvirus
Gordonia phage JSwag,RefSeq-94,Caudovirales,Siphoviridae,,Soupsvirus
Gordonia phage Jumbo,RefSeq-94,Caudovirales,Siphoviridae,,Gorjumvirus
Gordonia phage KatherineG,RefSeq-94,Caudovirales,Siphoviridae,,Soupsvirus
Gordonia phage Katyusha,RefSeq-94,Caudovirales,Siphoviridae,,Demosthenesvirus
Gordonia phage Kita,RefSeq-94,Caudovirales,Siphoviridae,Nymbaxtervirinae,Nymphadoravirus
Gordonia phage Kvothe,RefSeq-94,Caudovirales,Siphoviridae,,Demosthenesvirus
Gordonia phage Lennon,RefSeq-94,Caudovirales,Siphoviridae,,Vividuovirus
Gordonia phage Lucky10,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage Mahdia,RefSeq-94,Caudovirales,Siphoviridae,,Gustavvirus
Gordonia phage McGonagall,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage Monty,RefSeq-94,Caudovirales,Siphoviridae,,Woesvirus
Gordonia phage Nyceirae,RefSeq-94,Caudovirales,Siphoviridae,,Nyceiraevirus
Gordonia phage Nymphadora,RefSeq-94,Caudovirales,Siphoviridae,Nymbaxtervirinae,Nymphadoravirus
Gordonia phage Obliviate,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage OneUp,RefSeq-94,Caudovirales,Siphoviridae,,Smoothievirus
Gordonia phage Orchid,RefSeq-94,Caudovirales,Siphoviridae,,Orchidvirus
Gordonia phage Phinally,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage Remus,RefSeq-94,Caudovirales,Siphoviridae,,Soupsvirus
Gordonia phage Rosalind,RefSeq-94,Caudovirales,Siphoviridae,,Soupsvirus
Gordonia phage Schwabeltier,RefSeq-94,Caudovirales,Siphoviridae,,Bowservirus
Gordonia phage Smoothie,RefSeq-94,Caudovirales,Siphoviridae,,Smoothievirus
Gordonia phage SoilAssassin,RefSeq-94,Caudovirales,Siphoviridae,,Attisvirus
Gordonia phage Soups,RefSeq-94,Caudovirales,Siphoviridae,,Soupsvirus
Gordonia phage Sour,RefSeq-94,Caudovirales,Siphoviridae,,Sourvirus
Gordonia phage Splinter,RefSeq-94,Caudovirales,Siphoviridae,,Vendettavirus
Gordonia phage Strosahl,RefSeq-94,Caudovirales,Siphoviridae,,Soupsvirus
Gordonia phage Terapin,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage Troje,RefSeq-94,Caudovirales,Siphoviridae,,Emalynvirus
Gordonia phage Twister6,RefSeq-94,Caudovirales,Siphoviridae,,Wizardvirus
Gordonia phage UmaThurman,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage Utz,RefSeq-94,Caudovirales,Siphoviridae,,
Gordonia phage Vendetta,RefSeq-94,Caudovirales,Siphoviridae,,Vendettavirus
Gordonia phage Vivi2,RefSeq-94,Caudovirales,Siphoviridae,,Vividuovirus
Gordonia phage Waits,RefSeq-94,Caudovirales,Siphoviridae,,Soupsvirus
Gordonia phage Wizard,RefSeq-94,Caudovirales,Siphoviridae,,Wizardvirus
Gordonia phage Woes,RefSeq-94,Caudovirales,Siphoviridae,,Woesvirus
Gordonia phage Yeezy,RefSeq-94,Caudovirales,Siphoviridae,Nymbaxtervirinae,Baxtervirus
Gordonia phage Yvonnetastic,RefSeq-94,Caudovirales,Siphoviridae,,Yvonnevirus
Gordonia phage Zirinka,RefSeq-94,Caudovirales,Siphoviridae,Nymbaxtervirinae,Nymphadoravirus
Guinea pig Chlamydia phage,RefSeq-94,,Microviridae,Gokushovirinae,Chlamydiamicrovirus
Haemophilus phage Aaphi23,RefSeq-94,Caudovirales,Myoviridae,,
Haemophilus phage SuMu,RefSeq-94,Caudovirales,Myoviridae,,
Haemophilus virus HP1,RefSeq-94,Caudovirales,Myoviridae,Peduovirinae,Hp1virus
Haemophilus virus HP2,RefSeq-94,Caudovirales,Myoviridae,Peduovirinae,Hp1virus
Haloarcula californiae icosahedral virus 1,RefSeq-94,,Sphaerolipoviridae,,Alphasphaerolipovirus
Haloarcula hispanica icosahedral virus 2,RefSeq-94,,Sphaerolipoviridae,,Alphasphaerolipovirus
Haloarcula hispanica pleomorphic virus 1,RefSeq-94,,Pleolipoviridae,,Alphapleolipovirus
Haloarcula hispanica pleomorphic virus 2,RefSeq-94,,Pleolipoviridae,,Alphapleolipovirus
Haloarcula hispanica virus PH1,RefSeq-94,,Sphaerolipoviridae,,Alphasphaerolipovirus
Haloarcula hispanica virus SH1,RefSeq-94,,Sphaerolipoviridae,,Alphasphaerolipovirus
Halobacterium phage phiH,RefSeq-94,Caudovirales,Myoviridae,,Myohalovirus
Halocynthia phage JM-2012,RefSeq-94,Caudovirales,Myoviridae,,
Halogeometricum pleomorphic virus 1,RefSeq-94,,Pleolipoviridae,,Betapleolipovirus
Halomonas virus HAP1,RefSeq-94,Caudovirales,Myoviridae,,Hapunavirus
Halorubrum phage CGphi46,RefSeq-94,,,,
Halorubrum phage HF2,RefSeq-94,,,,
Halorubrum pleomorphic virus 1,RefSeq-94,,Pleolipoviridae,,Alphapleolipovirus
Halorubrum pleomorphic virus 2,RefSeq-94,,Pleolipoviridae,,Alphapleolipovirus
Halorubrum pleomorphic virus 3,RefSeq-94,,Pleolipoviridae,,Betapleolipovirus
Halorubrum pleomorphic virus 6,RefSeq-94,,Pleolipoviridae,,Alphapleolipovirus
Halovirus HCTV-1,RefSeq-94,,,,
Halovirus HCTV-2,RefSeq-94,,,,
Halovirus HCTV-5,RefSeq-94,,,,
Halovirus HF1,RefSeq-94,,,,
Halovirus HGTV-1,RefSeq-94,,,,
Halovirus HHTV-1,RefSeq-94,,,,
Halovirus HHTV-2,RefSeq-94,,,,
Halovirus HRTV-4,RefSeq-94,,,,
Halovirus HRTV-5,RefSeq-94,,,,
Halovirus HRTV-7,RefSeq-94,,,,
Halovirus HRTV-8,RefSeq-94,,,,
Halovirus HSTV-1,RefSeq-94,,,,
Halovirus HSTV-2,RefSeq-94,,,,
Halovirus HVTV-1,RefSeq-94,,,,
Halovirus VNH-1,RefSeq-94,,,,
Hamiltonella virus APSE1,RefSeq-94,Caudovirales,Podoviridae,,
Helicobacter phage 1961P,RefSeq-94,Caudovirales,Podoviridae,,Una961virus
