Organism/Name,origin,order,family,subfamily,genus
Enterococcus phage phiSHEF2,RefSeq-97,Caudovirales,Siphoviridae,,Efquatrovirus
Enterococcus phage phiSHEF4,RefSeq-97,Caudovirales,Siphoviridae,,Efquatrovirus
Enterococcus phage phiSHEF5,RefSeq-97,Caudovirales,Siphoviridae,,Efquatrovirus
Enterococcus phage vB_EfaP_IME195,RefSeq-97,Caudovirales,Podoviridae,Picovirinae,
Enterococcus phage vB_EfaS_AL2,RefSeq-97,Caudovirales,Siphoviridae,,Efquatrovirus
Enterococcus phage vB_EfaS_AL3,RefSeq-97,Caudovirales,Siphoviridae,,Efquatrovirus
Enterococcus phage vB_EfaS_IME196,RefSeq-97,Caudovirales,Siphoviridae,,Efquatrovirus
Enterococcus phage vB_EfaS_IME197,RefSeq-97,Caudovirales,Siphoviridae,,
Enterococcus phage vB_EfaS_IME198,RefSeq-97,Caudovirales,Siphoviridae,,Saphexavirus
Enterococcus phage vB_Efae230P-4,RefSeq-97,Caudovirales,Podoviridae,Picovirinae,
Erwinia amylovora phage Era103,RefSeq-97,Caudovirales,Podoviridae,Autographivirinae,Sp6virus
Erwinia phage ENT90,RefSeq-97,Caudovirales,Myoviridae,Peduovirinae,Entnonagintavirus
Erwinia phage Ea35-70,RefSeq-97,Caudovirales,Myoviridae,,Agrican357virus
Erwinia phage Ea9-2,RefSeq-97,Caudovirales,Podoviridae,,Ea92virus
Erwinia phage FE44,RefSeq-97,Caudovirales,Autographiviridae,Studiervirinae,Berlinvirus
Erwinia phage PEp14,RefSeq-97,Caudovirales,Podoviridae,,
Erwinia phage PhiEaH1,RefSeq-97,Caudovirales,Myoviridae,,Iapetusvirus
Erwinia phage phiEa100,RefSeq-97,Caudovirales,Autographiviridae,Molineuxvirinae,Eracentumvirus
Erwinia phage phiEa104,RefSeq-97,Caudovirales,Myoviridae,Ounavirinae,Ea214virus
Erwinia phage phiEa21-4,RefSeq-97,Caudovirales,Myoviridae,Ounavirinae,Ea214virus
Erwinia phage phiEa2809,RefSeq-97,Caudovirales,Ackermannviridae,,
Erwinia phage phiEaH2,RefSeq-97,Caudovirales,Myoviridae,,Eah2virus
Erwinia phage phiEt88,RefSeq-97,Caudovirales,Myoviridae,,
Erwinia phage vB_Eam-MM7,RefSeq-97,Caudovirales,Myoviridae,Ounavirinae,Ea214virus
Erwinia phage vB_EamM-Y2,RefSeq-97,Caudovirales,Chaseviridae,,Loessnervirus
Erwinia phage vB_EamM_Asesino,RefSeq-97,Caudovirales,Myoviridae,,Eah2virus
Erwinia phage vB_EamM_Caitlin,RefSeq-97,Caudovirales,Myoviridae,,Machinavirus
Erwinia phage vB_EamM_ChrisDB,RefSeq-97,Caudovirales,Myoviridae,,Machinavirus
Erwinia phage vB_EamM_Deimos-Minion,RefSeq-97,Caudovirales,Myoviridae,,Agrican357virus
Erwinia phage vB_EamM_Desertfox,RefSeq-97,Caudovirales,Myoviridae,,Agricanvirus
Erwinia phage vB_EamM_EarlPhillipIV,RefSeq-97,Caudovirales,Myoviridae,,Derbicusvirus
Erwinia phage vB_EamM_Huxley,RefSeq-97,Caudovirales,Myoviridae,,Machinavirus
Erwinia phage vB_EamM_Kwan,RefSeq-97,Caudovirales,Myoviridae,,
Erwinia phage vB_EamM_Machina,RefSeq-97,Caudovirales,Myoviridae,,Machinavirus
Erwinia phage vB_EamM_Phobos,RefSeq-97,Caudovirales,Myoviridae,,Derbicusvirus
Erwinia phage vB_EamM_RAY,RefSeq-97,Caudovirales,Myoviridae,,Agrican357virus
Erwinia phage vB_EamM_RisingSun,RefSeq-97,Caudovirales,Myoviridae,,Risingsunvirus
Erwinia phage vB_EamM_Simmy50,RefSeq-97,Caudovirales,Myoviridae,,Agrican357virus
Erwinia phage vB_EamM_Special G,RefSeq-97,Caudovirales,Myoviridae,,Agrican357virus
Erwinia phage vB_EamP-L1,RefSeq-97,Caudovirales,Autographiviridae,Studiervirinae,Elunavirus
Erwinia phage vB_EamP-S6,RefSeq-97,Caudovirales,Podoviridae,,
Erwinia phage vB_EamP_Frozen,RefSeq-97,Caudovirales,Podoviridae,,Ea92virus
Erysipelothrix phage SE-1,RefSeq-97,Caudovirales,Siphoviridae,,
Escherichia Stx1 converting phage,RefSeq-97,Caudovirales,Podoviridae,Sepvirinae,Traversvirus
Escherichia coli O157 typing phage 1,RefSeq-97,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia coli O157 typing phage 3,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
Escherichia coli O157 typing phage 6,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
Escherichia phage 121Q,RefSeq-97,Caudovirales,Myoviridae,,Asteriusvirus
Escherichia phage 172-1,RefSeq-97,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage 4MG,RefSeq-97,Caudovirales,Myoviridae,Vequintavirinae,Se1virus
Escherichia phage 64795_ec1,RefSeq-97,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
Escherichia phage ADB-2,RefSeq-97,Caudovirales,Siphoviridae,Tunavirinae,T1virus
Escherichia phage APCEc01,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
Escherichia phage APCEc02,RefSeq-97,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
Escherichia phage AR1,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage Av-05,RefSeq-97,Caudovirales,Myoviridae,Vequintavirinae,Avunavirus
Escherichia phage Bp4,RefSeq-97,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage C119,RefSeq-97,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage CAjan,RefSeq-97,Caudovirales,Siphoviridae,,Seuratvirus
Escherichia phage CICC 80001,RefSeq-97,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
Escherichia phage D108,RefSeq-97,Caudovirales,Myoviridae,,Muvirus
Escherichia phage EB49,RefSeq-97,,,,
Escherichia phage EC1-UPM,RefSeq-97,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage EC6,RefSeq-97,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage ECBP1,RefSeq-97,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage ECBP2,RefSeq-97,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage ECBP5,RefSeq-97,Caudovirales,Autographiviridae,,Gajwadongvirus
Escherichia phage ECD7,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Krischvirus
Escherichia phage ECML-117,RefSeq-97,Caudovirales,Myoviridae,,Wifcevirus
Escherichia phage ECML-134,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage ECML-4,RefSeq-97,Caudovirales,Ackermannviridae,Cvivirinae,Vi1virus
Escherichia phage EK99P-1,RefSeq-97,Caudovirales,Siphoviridae,,Hk578virus
Escherichia phage Envy,RefSeq-97,Caudovirales,Siphoviridae,,Dhillonvirus
Escherichia phage FFH2,RefSeq-97,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage FV3,RefSeq-97,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage Gluttony,RefSeq-97,Caudovirales,Siphoviridae,,Dhillonvirus
Escherichia phage HK446,RefSeq-97,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HK542,RefSeq-97,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HK544,RefSeq-97,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HK578,RefSeq-97,Caudovirales,Siphoviridae,,Hk578virus
Escherichia phage HK629,RefSeq-97,Caudovirales,Siphoviridae,,Lambdavirus
Escherichia phage HK630,RefSeq-97,Caudovirales,Siphoviridae,,Lambdavirus
Escherichia phage HK633,RefSeq-97,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HK639,RefSeq-97,Caudovirales,Siphoviridae,,
Escherichia phage HK75,RefSeq-97,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HX01,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Rb69virus
Escherichia phage HY01,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage HY02,RefSeq-97,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage HY03,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage ID21,RefSeq-97,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage ID32,RefSeq-97,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage ID52,RefSeq-97,Petitvirales,Microviridae,Bullavirinae,G4microvirus
Escherichia phage ID62,RefSeq-97,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage IME11,RefSeq-97,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage JES2013,RefSeq-97,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage JH2,RefSeq-97,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage JMPW1,RefSeq-97,Caudovirales,Siphoviridae,Tunavirinae,T1virus
Escherichia phage JMPW2,RefSeq-97,Caudovirales,Siphoviridae,Tunavirinae,T1virus
Escherichia phage JS98,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Js98virus
Escherichia phage JSE,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Rb49virus
Escherichia phage K1-dep(1),RefSeq-97,Caudovirales,Siphoviridae,Guernseyvirinae,K1gvirus
Escherichia phage K1-dep(4),RefSeq-97,Caudovirales,Siphoviridae,Guernseyvirinae,K1gvirus
Escherichia phage K1-ind(2),RefSeq-97,Caudovirales,Siphoviridae,Guernseyvirinae,K1gvirus
Escherichia phage K1ind1,RefSeq-97,Caudovirales,Siphoviridae,Guernseyvirinae,K1gvirus
Escherichia phage K30,RefSeq-97,Caudovirales,Podoviridae,Autographivirinae,Kp32virus
Escherichia phage KBNP1711,RefSeq-97,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage LM33_P1,RefSeq-97,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
Escherichia phage Lw1,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,
Escherichia phage MX01,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Dhakavirus
Escherichia phage Min27,RefSeq-97,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage Murica,RefSeq-97,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
Escherichia phage NC28,RefSeq-97,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage NC29,RefSeq-97,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage NC35,RefSeq-97,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage NJ01,RefSeq-97,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage P13374,RefSeq-97,Caudovirales,Podoviridae,Sepvirinae,Oslovirus
Escherichia phage P483,RefSeq-97,Caudovirales,Autographiviridae,Studiervirinae,Berlinvirus
Escherichia phage P694,RefSeq-97,Caudovirales,Autographiviridae,Studiervirinae,Berlinvirus
Escherichia phage PA2,RefSeq-97,Caudovirales,Podoviridae,Sepvirinae,Tl2011virus
Escherichia phage PA28,RefSeq-97,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage PBECO 4,RefSeq-97,Caudovirales,Myoviridae,,Asteriusvirus
Escherichia phage PE3-1,RefSeq-97,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
Escherichia phage PhaxI,RefSeq-97,Caudovirales,Ackermannviridae,Cvivirinae,Cba120virus
Escherichia phage Pollock,RefSeq-97,Caudovirales,Podoviridae,,Sp58virus
Escherichia phage QL01,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Js98virus
Escherichia phage RB3,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage RCS47,RefSeq-97,Caudovirales,Myoviridae,,Punavirus
Escherichia phage SRT8,RefSeq-97,Caudovirales,Drexlerviridae,Tunavirinae,Sertoctavirus
Escherichia phage ST0,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
Escherichia phage SUSP1,RefSeq-97,Caudovirales,Myoviridae,Ounavirinae,Suspvirus
Escherichia phage SUSP2,RefSeq-97,Caudovirales,Myoviridae,Ounavirinae,Suspvirus
Escherichia phage Seurat,RefSeq-97,Caudovirales,Siphoviridae,,Seuratvirus
Escherichia phage Stx2 II,RefSeq-97,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage TL-2011b,RefSeq-97,Caudovirales,Podoviridae,,Uetakevirus
Escherichia phage TL-2011c,RefSeq-97,Caudovirales,Podoviridae,Sepvirinae,Tl2011virus
Escherichia phage UFV-AREG1,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage V18,RefSeq-97,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
Escherichia phage V5,RefSeq-97,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage VB_EcoS-Golestan,RefSeq-97,Caudovirales,Siphoviridae,Guernseyvirinae,Kagunavirus
Escherichia phage WA45,RefSeq-97,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage WG01,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Dhakavirus
Escherichia phage YD-2008.s,RefSeq-97,Caudovirales,Siphoviridae,,Hk578virus
Escherichia phage e4/1c,RefSeq-97,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage ime09,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage mEp234,RefSeq-97,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage mEpX1,RefSeq-97,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage mEpX2,RefSeq-97,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage phAPEC8,RefSeq-97,Caudovirales,Myoviridae,,Phapecoctavirus
Escherichia phage phi191,RefSeq-97,Caudovirales,Podoviridae,Sepvirinae,Tl2011virus
Escherichia phage phiK,RefSeq-97,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage phiKT,RefSeq-97,Caudovirales,Autographiviridae,,Ermolevavirus
Escherichia phage phiV10,RefSeq-97,Caudovirales,Podoviridae,,Epsilon15virus
Escherichia phage pro147,RefSeq-97,Caudovirales,Myoviridae,Peduovirinae,Peduovirus
Escherichia phage pro483,RefSeq-97,Caudovirales,Myoviridae,Peduovirinae,Peduovirus
Escherichia phage slur01,RefSeq-97,Caudovirales,Siphoviridae,,Seuratvirus
Escherichia phage slur02,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage slur03,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage slur04,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage slur05,RefSeq-97,Caudovirales,Siphoviridae,,Dhillonvirus
Escherichia phage slur07,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage slur09,RefSeq-97,Caudovirales,Siphoviridae,Markadamsvirinae,T5virus
Escherichia phage slur14,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage slur16,RefSeq-97,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
Escherichia phage vB_EcoM-UFV13,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage vB_EcoM-VpaE1,RefSeq-97,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage vB_EcoM-ep3,RefSeq-97,Caudovirales,Myoviridae,,Cvm10virus
Escherichia phage vB_EcoM_112,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage vB_EcoM_ACG-C40,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage vB_EcoM_AYO145A,RefSeq-97,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage vB_EcoM_Alf5,RefSeq-97,Caudovirales,Myoviridae,Ounavirinae,Felixounavirus
Escherichia phage vB_EcoM_ECO1230-10,RefSeq-97,Caudovirales,Myoviridae,,Cvm10virus
Escherichia phage vB_EcoM_ECOO78,RefSeq-97,Caudovirales,Myoviridae,,Jilinvirus
Escherichia phage vB_EcoM_JS09,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Rb69virus
Escherichia phage vB_EcoM_PhAPEC2,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
Escherichia phage vB_EcoM_VR20,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Sp18virus
Escherichia phage vB_EcoM_VR25,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Sp18virus
Escherichia phage vB_EcoM_VR26,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Sp18virus
Escherichia phage vB_EcoM_VR7,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Sp18virus
Escherichia phage vB_EcoP_24B,RefSeq-97,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage vB_EcoP_G7C,RefSeq-97,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage vB_EcoP_GA2A,RefSeq-97,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
Escherichia phage vB_EcoP_PhAPEC5,RefSeq-97,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage vB_EcoP_PhAPEC7,RefSeq-97,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage vB_EcoP_SU10,RefSeq-97,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage vB_EcoS_AHP42,RefSeq-97,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage vB_EcoS_AHS24,RefSeq-97,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage vB_EcoS_AKS96,RefSeq-97,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage vB_EcoS_FFH1,RefSeq-97,Caudovirales,Siphoviridae,Markadamsvirinae,T5virus
Escherichia phage vB_Eco_ACG-M12,RefSeq-97,Caudovirales,Siphoviridae,Tunavirinae,Rtpvirus
Escherichia phage wV7,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage wV8,RefSeq-97,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia virus 186,RefSeq-97,Caudovirales,Myoviridae,Peduovirinae,P2virus
Escherichia virus AKFV33,RefSeq-97,Caudovirales,Siphoviridae,Markadamsvirinae,T5virus
Escherichia virus BF23,RefSeq-97,Caudovirales,Siphoviridae,Markadamsvirinae,T5virus
Escherichia virus BZ13,RefSeq-97,Levivirales,Leviviridae,,Levivirus
Escherichia virus CBA120,RefSeq-97,Caudovirales,Ackermannviridae,Cvivirinae,Cba120virus
Escherichia virus DT57C,RefSeq-97,Caudovirales,Siphoviridae,Markadamsvirinae,T5virus
Escherichia virus EPS7,RefSeq-97,Caudovirales,Siphoviridae,Markadamsvirinae,T5virus
Escherichia virus FI,RefSeq-97,Levivirales,Leviviridae,,Allolevivirus
Escherichia virus HK022,RefSeq-97,Caudovirales,Siphoviridae,,Hk97virus
Escherichia virus HK97,RefSeq-97,Caudovirales,Siphoviridae,,Hk97virus
Escherichia virus I22,RefSeq-97,Tubulavirales,Inoviridae,,Lineavirus
Escherichia virus JL1,RefSeq-97,Caudovirales,Siphoviridae,,Hk578virus
Escherichia virus K1-5,RefSeq-97,Caudovirales,Podoviridae,Autographivirinae,Sp6virus
Escherichia virus K1E,RefSeq-97,Caudovirales,Podoviridae,Autographivirinae,Sp6virus
Escherichia virus KP26,RefSeq-97,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia virus Lambda,RefSeq-97,Caudovirales,Siphoviridae,,Lambdavirus
Escherichia virus M13,RefSeq-97,Tubulavirales,Inoviridae,,Inovirus
Escherichia virus Mu,RefSeq-97,Caudovirales,Myoviridae,,Muvirus
Escherichia virus N15,RefSeq-97,Caudovirales,Siphoviridae,,N15virus
Escherichia virus N4,RefSeq-97,Caudovirales,Podoviridae,,N4virus
Escherichia virus P1,RefSeq-97,Caudovirales,Myoviridae,,P1virus
Escherichia virus P2,RefSeq-97,Caudovirales,Myoviridae,Peduovirinae,P2virus
Escherichia virus Qbeta,RefSeq-97,Levivirales,Leviviridae,,Allolevivirus
Escherichia virus RB14,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia virus RB16,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,
Escherichia virus RB32,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,
Escherichia virus RB43,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,
Escherichia virus Rtp,RefSeq-97,Caudovirales,Siphoviridae,Tunavirinae,Rtpvirus
Escherichia virus SSL2009a,RefSeq-97,Caudovirales,Siphoviridae,,Hk578virus
Escherichia virus T1,RefSeq-97,Caudovirales,Siphoviridae,Tunavirinae,T1virus
Escherichia virus T4,RefSeq-97,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia virus T5,RefSeq-97,Caudovirales,Siphoviridae,Markadamsvirinae,T5virus
Escherichia virus TLS,RefSeq-97,Caudovirales,Siphoviridae,Tunavirinae,Tlsvirus
Escherichia virus Wphi,RefSeq-97,Caudovirales,Myoviridae,Peduovirinae,P2virus
Escherichia virus phiEco32,RefSeq-97,Caudovirales,Podoviridae,,Phieco32virus
Escherichia virus phiX174,RefSeq-97,Petitvirales,Microviridae,Bullavirinae,Phix174microvirus
Flavobacterium phage 11b,RefSeq-97,Caudovirales,Siphoviridae,,
Flavobacterium phage 1H,RefSeq-97,Caudovirales,Siphoviridae,,Unahavirus
Flavobacterium phage 23T,RefSeq-97,Caudovirales,Siphoviridae,,Unahavirus
Flavobacterium phage 2A,RefSeq-97,Caudovirales,Siphoviridae,,Unahavirus
Flavobacterium phage 6H,RefSeq-97,Caudovirales,Siphoviridae,,Unahavirus
Flavobacterium phage FCL-2,RefSeq-97,Caudovirales,Myoviridae,,Ficleduovirus
Flavobacterium phage FCV-1,RefSeq-97,Caudovirales,Myoviridae,,Ficleduovirus
Flavobacterium phage FpV4,RefSeq-97,Caudovirales,Podoviridae,,Fipvunavirus
Flavobacterium phage Fpv1,RefSeq-97,Caudovirales,Podoviridae,,Fipvunavirus
Flavobacterium phage Fpv10,RefSeq-97,Caudovirales,Siphoviridae,,
Flavobacterium phage Fpv11,RefSeq-97,Caudovirales,Siphoviridae,,
Flavobacterium phage Fpv2,RefSeq-97,Caudovirales,Podoviridae,,Fipvunavirus
Flavobacterium phage Fpv20,RefSeq-97,Caudovirales,Podoviridae,,Fipvunavirus
Flavobacterium phage Fpv3,RefSeq-97,Caudovirales,Podoviridae,,Fipvunavirus
Flavobacterium phage Fpv5,RefSeq-97,Caudovirales,Siphoviridae,,
Flavobacterium phage Fpv6,RefSeq-97,Caudovirales,Siphoviridae,,
Flavobacterium phage Fpv7,RefSeq-97,Caudovirales,Siphoviridae,,
Flavobacterium phage Fpv8,RefSeq-97,Caudovirales,Siphoviridae,,
Geobacillus phage GBK2,RefSeq-97,Caudovirales,Siphoviridae,,
Geobacillus phage GBSV1,RefSeq-97,Caudovirales,Myoviridae,,Svunavirus
Geobacillus phage TP-84,RefSeq-97,Caudovirales,Siphoviridae,,Tp84virus
Geobacillus virus E2,RefSeq-97,Caudovirales,Siphoviridae,,
Geobacillus virus E3,RefSeq-97,Caudovirales,Siphoviridae,,
Gluconobacter phage GC1,RefSeq-97,Kalamavirales,Tectiviridae,,Gammatectivirus
Gokushovirinae Bog1183_53,RefSeq-97,Petitvirales,Microviridae,Gokushovirinae,
Gokushovirinae Bog5712_52,RefSeq-97,Petitvirales,Microviridae,Gokushovirinae,
Gokushovirinae Bog8989_22,RefSeq-97,Petitvirales,Microviridae,Gokushovirinae,
Gokushovirinae Fen672_31,RefSeq-97,Petitvirales,Microviridae,Gokushovirinae,
Gokushovirinae Fen7875_21,RefSeq-97,Petitvirales,Microviridae,Gokushovirinae,
Gokushovirinae GAIR4,RefSeq-97,Petitvirales,Microviridae,Gokushovirinae,
Gokushovirinae GNX3R,RefSeq-97,Petitvirales,Microviridae,Gokushovirinae,
Gordonia phage Attis,RefSeq-97,Caudovirales,Siphoviridae,,Attisvirus
Gordonia phage Bachita,RefSeq-97,Caudovirales,Siphoviridae,,Smoothievirus
Gordonia phage Bantam,RefSeq-97,Caudovirales,Siphoviridae,,Bantamvirus
Gordonia phage BaxterFox,RefSeq-97,Caudovirales,Siphoviridae,Nymbaxtervirinae,Baxtervirus
Gordonia phage BetterKatz,RefSeq-97,Caudovirales,Siphoviridae,,Betterkatzvirus
Gordonia phage Blueberry,RefSeq-97,Caudovirales,Siphoviridae,,
Gordonia phage Bowser,RefSeq-97,Caudovirales,Siphoviridae,,Bowservirus
Gordonia phage Brandonk123,RefSeq-97,Caudovirales,Siphoviridae,,Vividuovirus
Gordonia phage BritBrat,RefSeq-97,Caudovirales,Siphoviridae,,Britbratvirus
Gordonia phage CaptainKirk2,RefSeq-97,Caudovirales,Siphoviridae,,
Gordonia phage CarolAnn,RefSeq-97,Caudovirales,Siphoviridae,,
Gordonia phage ClubL,RefSeq-97,Caudovirales,Siphoviridae,,Smoothievirus
Gordonia phage Cozz,RefSeq-97,Caudovirales,Siphoviridae,,Emalynvirus
Gordonia phage Cucurbita,RefSeq-97,Caudovirales,Siphoviridae,,Smoothievirus
Gordonia phage Demosthenes,RefSeq-97,Caudovirales,Siphoviridae,,Demosthenesvirus
Gordonia phage Emalyn,RefSeq-97,Caudovirales,Siphoviridae,,Emalynvirus
Gordonia phage Eyre,RefSeq-97,Caudovirales,Siphoviridae,,Eyrevirus
Gordonia phage GAL1,RefSeq-97,Caudovirales,Siphoviridae,,Galunavirus
Gordonia phage GMA1,RefSeq-97,Caudovirales,Siphoviridae,,
Gordonia phage GMA3,RefSeq-97,Caudovirales,Siphoviridae,,Gamtrevirus
Gordonia phage GMA4,RefSeq-97,Caudovirales,Siphoviridae,,
Gordonia phage GMA5,RefSeq-97,Caudovirales,Siphoviridae,,
Gordonia phage GMA6,RefSeq-97,Caudovirales,Myoviridae,,Bendigovirus
Gordonia phage GMA7,RefSeq-97,Caudovirales,Siphoviridae,,Getseptimavirus
Gordonia phage GRU1,RefSeq-97,Caudovirales,Siphoviridae,,
Gordonia phage GRU3,RefSeq-97,Caudovirales,Siphoviridae,,
Gordonia phage GTE2,RefSeq-97,Caudovirales,Siphoviridae,,Emalynvirus
Gordonia phage GTE5,RefSeq-97,Caudovirales,Siphoviridae,,
Gordonia phage GTE6,RefSeq-97,Caudovirales,Siphoviridae,,
Gordonia phage GTE7,RefSeq-97,Caudovirales,Siphoviridae,,Getseptimavirus
Gordonia phage GTE8,RefSeq-97,Caudovirales,Siphoviridae,,
Gordonia phage Ghobes,RefSeq-97,Caudovirales,Siphoviridae,,Ghobesvirus
Gordonia phage Gmala1,RefSeq-97,Caudovirales,Siphoviridae,,Gordtnkvirus
Gordonia phage GordDuk1,RefSeq-97,Caudovirales,Siphoviridae,,Gordtnkvirus
Gordonia phage GordTnk2,RefSeq-97,Caudovirales,Siphoviridae,,Gordtnkvirus
Gordonia phage Gsput1,RefSeq-97,Caudovirales,Siphoviridae,,Gesputvirus
Gordonia phage Guacamole,RefSeq-97,Caudovirales,Siphoviridae,,
