Organism/Name,origin,order,family,subfamily,genus
Enterococcus phage phiFL3A,RefSeq-v99,Caudovirales,Siphoviridae,,Phifelvirus
Enterococcus phage phiFL4A,RefSeq-v99,Caudovirales,Siphoviridae,,
Enterococcus phage phiSHEF2,RefSeq-v99,Caudovirales,Siphoviridae,,Efquatrovirus
Enterococcus phage phiSHEF4,RefSeq-v99,Caudovirales,Siphoviridae,,Efquatrovirus
Enterococcus phage phiSHEF5,RefSeq-v99,Caudovirales,Siphoviridae,,Efquatrovirus
Enterococcus phage vB_EfaP_IME195,RefSeq-v99,Caudovirales,Podoviridae,,
Enterococcus phage vB_EfaS_AL2,RefSeq-v99,Caudovirales,Siphoviridae,,Efquatrovirus
Enterococcus phage vB_EfaS_AL3,RefSeq-v99,Caudovirales,Siphoviridae,,Efquatrovirus
Enterococcus phage vB_EfaS_IME196,RefSeq-v99,Caudovirales,Siphoviridae,,Efquatrovirus
Enterococcus phage vB_EfaS_IME197,RefSeq-v99,Caudovirales,Siphoviridae,,
Enterococcus phage vB_EfaS_IME198,RefSeq-v99,Caudovirales,Siphoviridae,,Saphexavirus
Enterococcus phage vB_Efae230P-4,RefSeq-v99,Caudovirales,Podoviridae,,
Erwinia amylovora phage Era103,RefSeq-v99,Caudovirales,Podoviridae,Autographivirinae,Sp6virus
Erwinia phage Derbicus,RefSeq-v99,Caudovirales,Myoviridae,,Derbicusvirus
Erwinia phage ENT90,RefSeq-v99,Caudovirales,Myoviridae,Peduovirinae,Entnonagintavirus
Erwinia phage Ea35-70,RefSeq-v99,Caudovirales,Myoviridae,,Agrican357virus
Erwinia phage Ea9-2,RefSeq-v99,Caudovirales,Podoviridae,,Ea92virus
Erwinia phage EtG,RefSeq-v99,Caudovirales,Myoviridae,Peduovirinae,Eganvirus
Erwinia phage FE44,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Berlinvirus
Erwinia phage Faunus,RefSeq-v99,Caudovirales,Chaseviridae,,Faunusvirus
Erwinia phage Hena1,RefSeq-v99,Caudovirales,Myoviridae,Vequintavirinae,
Erwinia phage Machina,RefSeq-v99,Caudovirales,Myoviridae,,Machinavirus
Erwinia phage PEp14,RefSeq-v99,Caudovirales,Podoviridae,,
Erwinia phage PhiEaH1,RefSeq-v99,Caudovirales,Myoviridae,,Iapetusvirus
Erwinia phage Wellington,RefSeq-v99,Caudovirales,Myoviridae,,Wellingtonvirus
Erwinia phage pEp_SNUABM_01,RefSeq-v99,Caudovirales,Myoviridae,Vequintavirinae,
Erwinia phage phiEa100,RefSeq-v99,Caudovirales,Autographiviridae,Molineuxvirinae,Eracentumvirus
Erwinia phage phiEa104,RefSeq-v99,Caudovirales,Myoviridae,Ounavirinae,Ea214virus
Erwinia phage phiEa21-4,RefSeq-v99,Caudovirales,Myoviridae,Ounavirinae,Ea214virus
Erwinia phage phiEa2809,RefSeq-v99,Caudovirales,Ackermannviridae,,
Erwinia phage phiEaH2,RefSeq-v99,Caudovirales,Myoviridae,,Eah2virus
Erwinia phage phiEaP-8,RefSeq-v99,Caudovirales,Podoviridae,,Johnsonvirus
Erwinia phage phiEt88,RefSeq-v99,Caudovirales,Myoviridae,,
Erwinia phage vB_Eam-MM7,RefSeq-v99,Caudovirales,Myoviridae,Ounavirinae,Ea214virus
Erwinia phage vB_EamM-Bue1,RefSeq-v99,Caudovirales,Ackermannviridae,,
Erwinia phage vB_EamM-Y2,RefSeq-v99,Caudovirales,Chaseviridae,,Loessnervirus
Erwinia phage vB_EamM_Alexandra,RefSeq-v99,Caudovirales,Myoviridae,,Alexandravirus
Erwinia phage vB_EamM_Asesino,RefSeq-v99,Caudovirales,Myoviridae,,Eah2virus
Erwinia phage vB_EamM_Caitlin,RefSeq-v99,Caudovirales,Myoviridae,,Machinavirus
Erwinia phage vB_EamM_ChrisDB,RefSeq-v99,Caudovirales,Myoviridae,,Machinavirus
Erwinia phage vB_EamM_Deimos-Minion,RefSeq-v99,Caudovirales,Myoviridae,,Agrican357virus
Erwinia phage vB_EamM_Desertfox,RefSeq-v99,Caudovirales,Myoviridae,,Agricanvirus
Erwinia phage vB_EamM_EarlPhillipIV,RefSeq-v99,Caudovirales,Myoviridae,,Derbicusvirus
Erwinia phage vB_EamM_Huxley,RefSeq-v99,Caudovirales,Myoviridae,,Machinavirus
Erwinia phage vB_EamM_Kwan,RefSeq-v99,Caudovirales,Myoviridae,,
Erwinia phage vB_EamM_Phobos,RefSeq-v99,Caudovirales,Myoviridae,,Derbicusvirus
Erwinia phage vB_EamM_RAY,RefSeq-v99,Caudovirales,Myoviridae,,Agrican357virus
Erwinia phage vB_EamM_RisingSun,RefSeq-v99,Caudovirales,Myoviridae,,Risingsunvirus
Erwinia phage vB_EamM_Simmy50,RefSeq-v99,Caudovirales,Myoviridae,,Agrican357virus
Erwinia phage vB_EamM_Special G,RefSeq-v99,Caudovirales,Myoviridae,,Agrican357virus
Erwinia phage vB_EamM_Y3,RefSeq-v99,Caudovirales,Myoviridae,,Sasquatchvirus
Erwinia phage vB_EamM_Yoloswag,RefSeq-v99,Caudovirales,Myoviridae,,Yoloswagvirus
Erwinia phage vB_EamP-L1,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Elunavirus
Erwinia phage vB_EamP-S2,RefSeq-v99,Caudovirales,Autographiviridae,Molineuxvirinae,Eracentumvirus
Erwinia phage vB_EamP-S6,RefSeq-v99,Caudovirales,Podoviridae,,
Erwinia phage vB_EamP_Frozen,RefSeq-v99,Caudovirales,Podoviridae,,Ea92virus
Erwinia phage vB_EhrS_49,RefSeq-v99,Caudovirales,Siphoviridae,,Feofaniavirus
Erwinia phage vB_EhrS_59,RefSeq-v99,Caudovirales,Siphoviridae,,Feofaniavirus
Erysipelothrix phage SE-1,RefSeq-v99,Caudovirales,Siphoviridae,,
Escherichia Stx1 converting phage,RefSeq-v99,Caudovirales,Podoviridae,Sepvirinae,Traversvirus
Escherichia coli O157 typing phage 3,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
Escherichia coli O157 typing phage 6,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
Escherichia phage 121Q,RefSeq-v99,Caudovirales,Myoviridae,,Asteriusvirus
Escherichia phage 172-1,RefSeq-v99,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage 186,RefSeq-v99,Caudovirales,Myoviridae,Peduovirinae,P2virus
Escherichia phage 4MG,RefSeq-v99,Caudovirales,Myoviridae,Vequintavirinae,Se1virus
Escherichia phage 64795_ec1,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
Escherichia phage 933W,RefSeq-v99,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage ADB-2,RefSeq-v99,Caudovirales,Siphoviridae,Tunavirinae,T1virus
Escherichia phage APCEc01,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
Escherichia phage APCEc03,RefSeq-v99,Caudovirales,Demerecviridae,Markadamsvirinae,Tequintavirus
Escherichia phage APECc02,RefSeq-v99,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
Escherichia phage AR1,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage Av-05,RefSeq-v99,Caudovirales,Myoviridae,Vequintavirinae,Avunavirus
Escherichia phage Bp4,RefSeq-v99,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage C119,RefSeq-v99,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage C130_2,RefSeq-v99,Caudovirales,Podoviridae,,Giessenvirus
Escherichia phage C5,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
Escherichia phage CAjan,RefSeq-v99,Caudovirales,Siphoviridae,,Seuratvirus
Escherichia phage CICC 80001,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
Escherichia phage D108,RefSeq-v99,Caudovirales,Myoviridae,,Muvirus
Escherichia phage DE3,RefSeq-v99,Caudovirales,Siphoviridae,,Lambdavirus
Escherichia phage DTL,RefSeq-v99,Caudovirales,Drexlerviridae,Braunvirinae,Loudonvirus
Escherichia phage EC1-UPM,RefSeq-v99,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage EC6,RefSeq-v99,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage ECA2,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Teetrevirus
Escherichia phage ECBP1,RefSeq-v99,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage ECBP2,RefSeq-v99,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage ECBP5,RefSeq-v99,Caudovirales,Autographiviridae,,Gajwadongvirus
Escherichia phage ECD7,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Krischvirus
Escherichia phage ECML-117,RefSeq-v99,Caudovirales,Myoviridae,,Wifcevirus
Escherichia phage ECML-134,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage ECML-4,RefSeq-v99,Caudovirales,Ackermannviridae,Cvivirinae,Vi1virus
Escherichia phage EG1,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
Escherichia phage EK99P-1,RefSeq-v99,Caudovirales,Siphoviridae,,Hk578virus
Escherichia phage EP75,RefSeq-v99,Caudovirales,Ackermannviridae,Cvivirinae,Kuttervirus
Escherichia phage ESCO13,RefSeq-v99,Caudovirales,Myoviridae,,Phapecoctavirus
Escherichia phage ESCO5,RefSeq-v99,Caudovirales,Myoviridae,,Phapecoctavirus
Escherichia phage Ebrios,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
Escherichia phage Eco_BIFF,RefSeq-v99,Caudovirales,Drexlerviridae,Tunavirinae,Tunavirus
Escherichia phage Envy,RefSeq-v99,Caudovirales,Siphoviridae,,Dhillonvirus
Escherichia phage FEC14,RefSeq-v99,Caudovirales,Ackermannviridae,Cvivirinae,Kuttervirus
Escherichia phage FEC19,RefSeq-v99,Caudovirales,Myoviridae,,Wifcevirus
Escherichia phage FFH2,RefSeq-v99,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage FV3,RefSeq-v99,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage G4,RefSeq-v99,Petitvirales,Microviridae,Bullavirinae,G4microvirus
Escherichia phage Gluttony,RefSeq-v99,Caudovirales,Siphoviridae,,Dhillonvirus
Escherichia phage Gostya9,RefSeq-v99,Caudovirales,Demerecviridae,Markadamsvirinae,Tequintavirus
Escherichia phage HK446,RefSeq-v99,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HK542,RefSeq-v99,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HK544,RefSeq-v99,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HK578,RefSeq-v99,Caudovirales,Siphoviridae,,Hk578virus
Escherichia phage HK629,RefSeq-v99,Caudovirales,Siphoviridae,,Lambdavirus
Escherichia phage HK630,RefSeq-v99,Caudovirales,Siphoviridae,,Lambdavirus
Escherichia phage HK633,RefSeq-v99,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HK639,RefSeq-v99,Caudovirales,Siphoviridae,,
Escherichia phage HK75,RefSeq-v99,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HX01,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Rb69virus
Escherichia phage HY01,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage HY02,RefSeq-v99,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage HY03,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage HZ2R8,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
Escherichia phage HZP2,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
Escherichia phage ID2 Moscow/ID/2001,RefSeq-v99,Petitvirales,Microviridae,Bullavirinae,G4microvirus
Escherichia phage ID21,RefSeq-v99,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage ID32,RefSeq-v99,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage ID52,RefSeq-v99,Petitvirales,Microviridae,Bullavirinae,G4microvirus
Escherichia phage ID62,RefSeq-v99,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage IME11,RefSeq-v99,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage IMM-002,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
Escherichia phage JES2013,RefSeq-v99,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage JH2,RefSeq-v99,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage JMPW1,RefSeq-v99,Caudovirales,Siphoviridae,Tunavirinae,T1virus
Escherichia phage JMPW2,RefSeq-v99,Caudovirales,Siphoviridae,Tunavirinae,T1virus
Escherichia phage JS10,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Js98virus
Escherichia phage JS98,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Js98virus
Escherichia phage JSE,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Rb49virus
Escherichia phage K1-dep(1),RefSeq-v99,Caudovirales,Siphoviridae,Guernseyvirinae,K1gvirus
Escherichia phage K1-dep(4),RefSeq-v99,Caudovirales,Siphoviridae,Guernseyvirinae,K1gvirus
Escherichia phage K1-ind(2),RefSeq-v99,Caudovirales,Siphoviridae,Guernseyvirinae,K1gvirus
Escherichia phage K1ind1,RefSeq-v99,Caudovirales,Siphoviridae,Guernseyvirinae,K1gvirus
Escherichia phage K30,RefSeq-v99,Caudovirales,Podoviridae,Autographivirinae,Kp32virus
Escherichia phage KBNP1711,RefSeq-v99,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage LL11,RefSeq-v99,Caudovirales,Autographiviridae,Molineuxvirinae,Vectrevirus
Escherichia phage LL2,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Teetrevirus
Escherichia phage LL5,RefSeq-v99,Caudovirales,Drexlerviridae,Tempevirinae,Tlsvirus
Escherichia phage LM33_P1,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
Escherichia phage Lidtsur,RefSeq-v99,Caudovirales,Autographiviridae,,Bonnellvirus
Escherichia phage Lw1,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,
Escherichia phage MX01,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Dhakavirus
Escherichia phage Mangalitsa,RefSeq-v99,Caudovirales,Chaseviridae,,Carltongylesvirus
Escherichia phage Min27,RefSeq-v99,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage Minorna,RefSeq-v99,Caudovirales,Autographiviridae,Slopekvirinae,Drulisvirus
Escherichia phage Mu,RefSeq-v99,Caudovirales,Myoviridae,,Muvirus
Escherichia phage Murica,RefSeq-v99,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
Escherichia phage N30,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus
Escherichia phage NC28,RefSeq-v99,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage NC29,RefSeq-v99,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage NC35,RefSeq-v99,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage NJ01,RefSeq-v99,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage OSYSP,RefSeq-v99,Caudovirales,Demerecviridae,Markadamsvirinae,Tequintavirus
Escherichia phage P13374,RefSeq-v99,Caudovirales,Podoviridae,Sepvirinae,Oslovirus
Escherichia phage P483,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Berlinvirus
Escherichia phage P694,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Berlinvirus
Escherichia phage PA2,RefSeq-v99,Caudovirales,Podoviridae,Sepvirinae,Tl2011virus
Escherichia phage PA28,RefSeq-v99,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage PBECO4,RefSeq-v99,Caudovirales,Myoviridae,,Asteriusvirus
Escherichia phage PE3-1,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
Escherichia phage PGT2,RefSeq-v99,Caudovirales,Autographiviridae,,Ermolevavirus
Escherichia phage PhaxI,RefSeq-v99,Caudovirales,Ackermannviridae,Cvivirinae,Cba120virus
Escherichia phage Phi1,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Rb49virus
Escherichia phage Pollock,RefSeq-v99,Caudovirales,Podoviridae,,Sp58virus
Escherichia phage QL01,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Js98virus
Escherichia phage RB3,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage RB49,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Rb49virus
Escherichia phage RB69,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Rb69virus
Escherichia phage RCS47,RefSeq-v99,Caudovirales,Myoviridae,,Punavirus
Escherichia phage SP15,RefSeq-v99,Caudovirales,Demerecviridae,Markadamsvirinae,Tequintavirus
Escherichia phage SRT7,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Foetvirus
Escherichia phage SRT8,RefSeq-v99,Caudovirales,Drexlerviridae,Tunavirinae,Sertoctavirus
Escherichia phage ST0,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
Escherichia phage ST31,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
Escherichia phage ST32,RefSeq-v99,Caudovirales,Chaseviridae,,Carltongylesvirus
Escherichia phage SUSP1,RefSeq-v99,Caudovirales,Myoviridae,Ounavirinae,Suspvirus
Escherichia phage SUSP2,RefSeq-v99,Caudovirales,Myoviridae,Ounavirinae,Suspvirus
Escherichia phage Seurat,RefSeq-v99,Caudovirales,Siphoviridae,,Seuratvirus
Escherichia phage Skarpretter,RefSeq-v99,Caudovirales,Podoviridae,,Skarprettervirus
Escherichia phage Sortsne,RefSeq-v99,Caudovirales,Podoviridae,,Sortsnevirus
Escherichia phage St-1,RefSeq-v99,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage Stx2 II,RefSeq-v99,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage T7,RefSeq-v99,Caudovirales,Podoviridae,Autographivirinae,T7virus
Escherichia phage TL-2011b,RefSeq-v99,Caudovirales,Podoviridae,,Uetakevirus
Escherichia phage TL-2011c,RefSeq-v99,Caudovirales,Podoviridae,Sepvirinae,Tl2011virus
Escherichia phage UFV-AREG1,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage V18,RefSeq-v99,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
Escherichia phage V5,RefSeq-v99,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage VB_EcoS-Golestan,RefSeq-v99,Caudovirales,Siphoviridae,Guernseyvirinae,Kagunavirus
Escherichia phage WA45,RefSeq-v99,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage WG01,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Dhakavirus
Escherichia phage Wphi,RefSeq-v99,Caudovirales,Myoviridae,Peduovirinae,P2virus
Escherichia phage YD-2008.s,RefSeq-v99,Caudovirales,Siphoviridae,,Hk578virus
Escherichia phage YZ1,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
Escherichia phage ZG49,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
Escherichia phage alpha3,RefSeq-v99,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage e4/1c,RefSeq-v99,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage flopper,RefSeq-v99,Caudovirales,Chaseviridae,,Carltongylesvirus
Escherichia phage fp01,RefSeq-v99,Caudovirales,Demerecviridae,Markadamsvirinae,Tequintavirus
Escherichia phage ime09,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage mEp234,RefSeq-v99,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage mEpX1,RefSeq-v99,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage mEpX2,RefSeq-v99,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage phAPEC8,RefSeq-v99,Caudovirales,Myoviridae,,Phapecoctavirus
Escherichia phage phi191,RefSeq-v99,Caudovirales,Podoviridae,Sepvirinae,Tl2011virus
Escherichia phage phiK,RefSeq-v99,Petitvirales,Microviridae,Bullavirinae,Alpha3microvirus
Escherichia phage phiKT,RefSeq-v99,Caudovirales,Autographiviridae,,Ermolevavirus
Escherichia phage phiLLS,RefSeq-v99,Caudovirales,Demerecviridae,Markadamsvirinae,Tequintavirus
Escherichia phage phiV10,RefSeq-v99,Caudovirales,Podoviridae,,Epsilon15virus
Escherichia phage pro147,RefSeq-v99,Caudovirales,Myoviridae,Peduovirinae,Peduovirus
Escherichia phage pro483,RefSeq-v99,Caudovirales,Myoviridae,Peduovirinae,Peduovirus
Escherichia phage saus132,RefSeq-v99,Caudovirales,Demerecviridae,Markadamsvirinae,Epseptimavirus
Escherichia phage slur01,RefSeq-v99,Caudovirales,Siphoviridae,,Seuratvirus
Escherichia phage slur02,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage slur03,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage slur04,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage slur05,RefSeq-v99,Caudovirales,Siphoviridae,,Dhillonvirus
Escherichia phage slur07,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage slur09,RefSeq-v99,Caudovirales,Siphoviridae,Markadamsvirinae,T5virus
Escherichia phage slur14,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage slur16,RefSeq-v99,Caudovirales,Myoviridae,Vequintavirinae,Vequintavirus
Escherichia phage vB_EcoM-12474III,RefSeq-v99,Caudovirales,Myoviridae,Peduovirinae,Peduovirus
Escherichia phage vB_EcoM-UFV13,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Tequatrovirus
Escherichia phage vB_EcoM-VpaE1,RefSeq-v99,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage vB_EcoM-ep3,RefSeq-v99,Caudovirales,Myoviridae,,Cvm10virus
Escherichia phage vB_EcoM_112,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage vB_EcoM_ACG-C40,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage vB_EcoM_AYO145A,RefSeq-v99,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage vB_EcoM_Alf5,RefSeq-v99,Caudovirales,Myoviridae,Ounavirinae,Felixounavirus
Escherichia phage vB_EcoM_ECO1230-10,RefSeq-v99,Caudovirales,Myoviridae,,Cvm10virus
Escherichia phage vB_EcoM_ECOO78,RefSeq-v99,Caudovirales,Myoviridae,,Jilinvirus
Escherichia phage vB_EcoM_Goslar,RefSeq-v99,Caudovirales,Myoviridae,,Goslarvirus
Escherichia phage vB_EcoM_JS09,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Rb69virus
Escherichia phage vB_EcoM_KWBSE43-6,RefSeq-v99,Caudovirales,Ackermannviridae,,Taipeivirus
Escherichia phage vB_EcoM_PhAPEC2,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Mosigvirus
Escherichia phage vB_EcoM_Schickermooser,RefSeq-v99,Caudovirales,Myoviridae,,Phapecoctavirus
Escherichia phage vB_EcoM_VR20,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Sp18virus
Escherichia phage vB_EcoM_VR25,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Sp18virus
Escherichia phage vB_EcoM_VR26,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Sp18virus
Escherichia phage vB_EcoM_VR7,RefSeq-v99,Caudovirales,Myoviridae,Tevenvirinae,Sp18virus
Escherichia phage vB_EcoM_WFC,RefSeq-v99,Caudovirales,Myoviridae,,Wifcevirus
Escherichia phage vB_EcoM_WFH,RefSeq-v99,Caudovirales,Myoviridae,,Wifcevirus
Escherichia phage vB_EcoP-Ro45lw,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
Escherichia phage vB_EcoP_24B,RefSeq-v99,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage vB_EcoP_B,RefSeq-v99,Caudovirales,Autographiviridae,Molineuxvirinae,Vectrevirus
Escherichia phage vB_EcoP_C,RefSeq-v99,Caudovirales,Autographiviridae,Molineuxvirinae,Vectrevirus
Escherichia phage vB_EcoP_F,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
Escherichia phage vB_EcoP_G7C,RefSeq-v99,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage vB_EcoP_GA2A,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Kayfunavirus
Escherichia phage vB_EcoP_K,RefSeq-v99,Caudovirales,Autographiviridae,Molineuxvirinae,Vectrevirus
Escherichia phage vB_EcoP_PTXU04,RefSeq-v99,Caudovirales,Podoviridae,,Xuquatrovirus
Escherichia phage vB_EcoP_PhAPEC5,RefSeq-v99,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage vB_EcoP_PhAPEC7,RefSeq-v99,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage vB_EcoP_S523,RefSeq-v99,Caudovirales,Autographiviridae,Studiervirinae,Berlinvirus
Escherichia phage vB_EcoP_SU10,RefSeq-v99,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage vB_EcoS-95,RefSeq-v99,Caudovirales,Drexlerviridae,Tempevirinae,Warwickvirus
Escherichia phage vB_EcoS-IME253,RefSeq-v99,Caudovirales,Drexlerviridae,Braunvirinae,Rtpvirus
Escherichia phage vB_EcoS_AHP42,RefSeq-v99,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage vB_EcoS_AHS24,RefSeq-v99,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage vB_EcoS_AKFV33,RefSeq-v99,Caudovirales,Siphoviridae,Markadamsvirinae,T5virus
Escherichia phage vB_EcoS_AKS96,RefSeq-v99,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage vB_EcoS_ESCO41,RefSeq-v99,Caudovirales,Drexlerviridae,,Nouzillyvirus
Escherichia phage vB_EcoS_FFH_1,RefSeq-v99,Caudovirales,Siphoviridae,Markadamsvirinae,T5virus
Escherichia phage vB_EcoS_HdH2,RefSeq-v99,Caudovirales,Demerecviridae,Markadamsvirinae,Tequintavirus
Escherichia phage vB_EcoS_SH2,RefSeq-v99,Caudovirales,Drexlerviridae,Tunavirinae,Tunavirus
Escherichia phage vB_Eco_ACG-M12,RefSeq-v99,Caudovirales,Siphoviridae,Tunavirinae,Rtpvirus
Escherichia phage vB_Eco_swan01,RefSeq-v99,Caudovirales,Drexlerviridae,Tempevirinae,Warwickvirus
