Organism/Name,origin,order,family,subfamily,genus
Clostridium phage phiCD211,RefSeq-88,Caudovirales,Siphoviridae,,
Clostridium phage phiCD38-2,RefSeq-88,Caudovirales,Siphoviridae,,
Clostridium phage phiCD481-1,RefSeq-88,Caudovirales,Myoviridae,,
Clostridium phage phiCD505,RefSeq-88,Caudovirales,Myoviridae,,Cd119virus
Clostridium phage phiCD506,RefSeq-88,Caudovirales,Myoviridae,,
Clostridium phage phiCD6356,RefSeq-88,Caudovirales,Siphoviridae,,
Clostridium phage phiCDHM11,RefSeq-88,Caudovirales,Myoviridae,,
Clostridium phage phiCDHM13,RefSeq-88,Caudovirales,Myoviridae,,
Clostridium phage phiCDHM19,RefSeq-88,Caudovirales,Myoviridae,,Cd119virus
Clostridium phage phiCP13O,RefSeq-88,Caudovirales,Siphoviridae,,
Clostridium phage phiCP26F,RefSeq-88,Caudovirales,Siphoviridae,,
Clostridium phage phiCP34O,RefSeq-88,Caudovirales,Siphoviridae,,
Clostridium phage phiCP39-O,RefSeq-88,Caudovirales,Siphoviridae,,
Clostridium phage phiCP7R,RefSeq-88,Caudovirales,Podoviridae,Picovirinae,
Clostridium phage phiCPV4,RefSeq-88,Caudovirales,Podoviridae,Picovirinae,
Clostridium phage phiCT19406A,RefSeq-88,Caudovirales,Myoviridae,,
Clostridium phage phiCT19406B,RefSeq-88,Caudovirales,Siphoviridae,,
Clostridium phage phiCT19406C,RefSeq-88,,,,
Clostridium phage phiCT453A,RefSeq-88,Caudovirales,Myoviridae,,
Clostridium phage phiCT453B,RefSeq-88,Caudovirales,Siphoviridae,,
Clostridium phage phiCT9441A,RefSeq-88,Caudovirales,Myoviridae,,
Clostridium phage phiCTC2A,RefSeq-88,Caudovirales,Myoviridae,,
Clostridium phage phiCTC2B,RefSeq-88,Caudovirales,Siphoviridae,,
Clostridium phage phiCTP1,RefSeq-88,Caudovirales,Siphoviridae,,
Clostridium phage phiMMP01,RefSeq-88,Caudovirales,Myoviridae,,Cd119virus
Clostridium phage phiMMP02,RefSeq-88,Caudovirales,Myoviridae,,Cd119virus
Clostridium phage phiMMP03,RefSeq-88,Caudovirales,Myoviridae,,Cd119virus
Clostridium phage phiMMP04,RefSeq-88,Caudovirales,Myoviridae,,
Clostridium phage phiSM101,RefSeq-88,Caudovirales,Siphoviridae,,
Clostridium phage phiZP2,RefSeq-88,Caudovirales,Podoviridae,Picovirinae,
Clostridium phage vB_CpeS-CP51,RefSeq-88,Caudovirales,Siphoviridae,,
Clostridium virus phiC2,RefSeq-88,Caudovirales,Myoviridae,,Cd119virus
Clostridium virus phiCD119,RefSeq-88,Caudovirales,Myoviridae,,Cd119virus
Clostridium virus phiCD27,RefSeq-88,Caudovirales,Myoviridae,,Cd119virus
Colwellia phage 9A,RefSeq-88,Caudovirales,Siphoviridae,,
Corynebacterium phage BFK20,RefSeq-88,Caudovirales,Siphoviridae,,
Corynebacterium phage P1201,RefSeq-88,Caudovirales,Siphoviridae,,
Croceibacter phage P2559S,RefSeq-88,Caudovirales,Siphoviridae,,
Croceibacter phage P2559Y,RefSeq-88,Caudovirales,Siphoviridae,,
Cronobacter phage CR3,RefSeq-88,Caudovirales,Myoviridae,Vequintavirinae,Cr3virus
Cronobacter phage CR5,RefSeq-88,Caudovirales,Myoviridae,,Spn3virus
Cronobacter phage CR8,RefSeq-88,Caudovirales,Myoviridae,Vequintavirinae,Cr3virus
Cronobacter phage CR9,RefSeq-88,Caudovirales,Myoviridae,Vequintavirinae,Cr3virus
Cronobacter phage Dev-CD-23823,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,
Cronobacter phage Dev2,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Cronobacter phage ENT39118,RefSeq-88,Caudovirales,Siphoviridae,,Hk97virus
Cronobacter phage ENT47670,RefSeq-88,Caudovirales,Myoviridae,,
Cronobacter phage PBES 02,RefSeq-88,Caudovirales,Myoviridae,Vequintavirinae,Cr3virus
Cronobacter phage S13,RefSeq-88,Caudovirales,Myoviridae,,
Cronobacter phage phiES15,RefSeq-88,Caudovirales,Siphoviridae,,
Cronobacter phage vB_CsaM_GAP161,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Kp15virus
Cronobacter phage vB_CsaM_GAP31,RefSeq-88,Caudovirales,Myoviridae,Vequintavirinae,Se1virus
Cronobacter phage vB_CsaM_GAP32,RefSeq-88,Caudovirales,Myoviridae,,
Cronobacter phage vB_CsaP_GAP52,RefSeq-88,Caudovirales,Podoviridae,,
Cronobacter phage vB_CskP_GAP227,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,
Cronobacter virus Esp2949-1,RefSeq-88,Caudovirales,Siphoviridae,Tunavirinae,
Cyanophage 9515-10a,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,
Cyanophage KBS-P-1A,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,
Cyanophage KBS-S-2A,RefSeq-88,,,,
Cyanophage MED4-117,RefSeq-88,,,,
Cyanophage NATL1A-7,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,
Cyanophage NATL2A-133,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,
Cyanophage P-RSM1,RefSeq-88,Caudovirales,Myoviridae,,
Cyanophage P-RSM6,RefSeq-88,Caudovirales,Myoviridae,,
Cyanophage P-SSP2,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,
Cyanophage P-TIM40,RefSeq-88,Caudovirales,Myoviridae,,
Cyanophage PP,RefSeq-88,Caudovirales,Podoviridae,,
Cyanophage PSS2,RefSeq-88,Caudovirales,Siphoviridae,,
Cyanophage S-RIM32,RefSeq-88,Caudovirales,Myoviridae,,
Cyanophage S-RIM50,RefSeq-88,Caudovirales,Myoviridae,,
Cyanophage S-TIM5,RefSeq-88,Caudovirales,Myoviridae,,
Cyanophage SS120-1,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,
Cyanophage Syn30,RefSeq-88,Caudovirales,Myoviridae,,
Deep-sea thermophilic phage D6E,RefSeq-88,,,,
Deftia phage phiW-14,RefSeq-88,Caudovirales,Myoviridae,,
Delftia phage IME-DE1,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Delftia phage RG-2014,RefSeq-88,Caudovirales,Podoviridae,,
Dickeya phage RC-2014,RefSeq-88,Caudovirales,Ackermannviridae,Aglimvirinae,Limestonevirus
Dickeya virus Limestone,RefSeq-88,Caudovirales,Ackermannviridae,Aglimvirinae,Limestonevirus
Dinoroseobacter phage DFL12phi1,RefSeq-88,Caudovirales,Podoviridae,,Dfl12virus
Edwardsiella phage GF-2,RefSeq-88,Caudovirales,Myoviridae,,
Edwardsiella phage KF-1,RefSeq-88,Caudovirales,Podoviridae,,Kf1virus
Edwardsiella phage MSW-3,RefSeq-88,Caudovirales,Myoviridae,,Msw3virus
Edwardsiella phage PEi20,RefSeq-88,Caudovirales,Myoviridae,,
Edwardsiella phage PEi21,RefSeq-88,Caudovirales,Myoviridae,,Msw3virus
Edwardsiella phage eiAU-183,RefSeq-88,Caudovirales,Siphoviridae,,Eiauvirus
Eel River basin pequenovirus,RefSeq-88,,Microviridae,,
Enterobacter phage Arya,RefSeq-88,Caudovirales,Myoviridae,,Cvm10virus
Enterobacter phage CC31,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Cc31virus
Enterobacter phage E-2,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Enterobacter phage E-3,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Enterobacter phage EcP1,RefSeq-88,Caudovirales,Podoviridae,,
Enterobacter phage Enc34,RefSeq-88,Caudovirales,Siphoviridae,,
Enterobacter phage PG7,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Cc31virus
Enterobacter phage Tyrion,RefSeq-88,Caudovirales,Podoviridae,,Epsilon15virus
Enterobacter phage phiEap-1,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,Kp32virus
Enterobacter phage phiEap-2,RefSeq-88,Caudovirales,Siphoviridae,Guernseyvirinae,
Enterobacteria phage 13a,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Enterobacteria phage 285P,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Enterobacteria phage 933W,RefSeq-88,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Enterobacteria phage 9g,RefSeq-88,Caudovirales,Siphoviridae,,Nonagvirus
Enterobacteria phage BA14,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Enterobacteria phage BP-4795,RefSeq-88,Caudovirales,Siphoviridae,,
Enterobacteria phage Bp7,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Js98virus
Enterobacteria phage C-1 INW-2012,RefSeq-88,,Leviviridae,,Levivirus
Enterobacteria phage ES18,RefSeq-88,Caudovirales,Siphoviridae,,
Enterobacteria phage EcoDS1,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Enterobacteria phage FI sensu lato,RefSeq-88,,Leviviridae,,Allolevivirus
Enterobacteria phage G4 sensu lato,RefSeq-88,,Microviridae,Bullavirinae,G4microvirus
Enterobacteria phage GEC-3S,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Rb49virus
Enterobacteria phage HK106,RefSeq-88,Caudovirales,Siphoviridae,,Hk97virus
Enterobacteria phage HK140,RefSeq-88,Caudovirales,Siphoviridae,,Hk97virus
Enterobacteria phage HK225,RefSeq-88,Caudovirales,Siphoviridae,,
Enterobacteria phage HK446,RefSeq-88,Caudovirales,Siphoviridae,,Hk97virus
Enterobacteria phage HK542,RefSeq-88,Caudovirales,Siphoviridae,,Hk97virus
Enterobacteria phage HK544,RefSeq-88,Caudovirales,Siphoviridae,,Hk97virus
Enterobacteria phage HK629,RefSeq-88,Caudovirales,Siphoviridae,,Lambdavirus
Enterobacteria phage HK630,RefSeq-88,Caudovirales,Siphoviridae,,Lambdavirus
Enterobacteria phage HK633,RefSeq-88,Caudovirales,Siphoviridae,,Hk97virus
Enterobacteria phage Hgal1,RefSeq-88,,Leviviridae,,Levivirus
Enterobacteria phage ID18 sensu lato,RefSeq-88,,Microviridae,Bullavirinae,G4microvirus
Enterobacteria phage ID2 Moscow/ID/2001,RefSeq-88,,Microviridae,Bullavirinae,G4microvirus
Enterobacteria phage IME08,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Js98virus
Enterobacteria phage IME10,RefSeq-88,Caudovirales,Podoviridae,,P22virus
Enterobacteria phage If1,RefSeq-88,,Inoviridae,,
Enterobacteria phage Ike,RefSeq-88,,Inoviridae,,Lineavirus
Enterobacteria phage J8-65,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,
Enterobacteria phage JS10,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Js98virus
Enterobacteria phage JenK1,RefSeq-88,Caudovirales,Siphoviridae,,Nonagvirus
Enterobacteria phage JenP1,RefSeq-88,Caudovirales,Siphoviridae,,Nonagvirus
Enterobacteria phage JenP2,RefSeq-88,Caudovirales,Siphoviridae,,Nonagvirus
Enterobacteria phage K1F,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Enterobacteria phage M,RefSeq-88,,Leviviridae,,
Enterobacteria phage P4,RefSeq-88,Caudovirales,,,
Enterobacteria phage P88,RefSeq-88,Caudovirales,Myoviridae,Peduovirinae,P2virus
Enterobacteria phage Phi1,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Rb49virus
Enterobacteria phage RB27,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Enterobacteria phage RB49,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Rb49virus
Enterobacteria phage RB51,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Enterobacteria phage RB68,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Enterobacteria phage RB69,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Rb69virus
Enterobacteria phage ST104,RefSeq-88,Caudovirales,Podoviridae,,P22virus
Enterobacteria phage Sf101,RefSeq-88,Caudovirales,Podoviridae,,P22virus
Enterobacteria phage SfI,RefSeq-88,Caudovirales,Myoviridae,,
Enterobacteria phage SfV,RefSeq-88,Caudovirales,Myoviridae,,
Enterobacteria phage St-1,RefSeq-88,,Microviridae,Bullavirinae,Alpha3microvirus
Enterobacteria phage T3,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Enterobacteria phage T7,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Enterobacteria phage UAB_Phi20,RefSeq-88,Caudovirales,Podoviridae,,P22virus
Enterobacteria phage UAB_Phi78,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,Sp6virus
Enterobacteria phage VT2-Sakai,RefSeq-88,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Enterobacteria phage VT2phi_272,RefSeq-88,Caudovirales,Podoviridae,Sepvirinae,Tl2011virus
Enterobacteria phage WA13 sensu lato,RefSeq-88,,Microviridae,Bullavirinae,Alpha3microvirus
Enterobacteria phage YYZ-2008,RefSeq-88,Caudovirales,Siphoviridae,,
Enterobacteria phage alpha3,RefSeq-88,,Microviridae,Bullavirinae,Alpha3microvirus
Enterobacteria phage cdtI,RefSeq-88,Caudovirales,Siphoviridae,,
Enterobacteria phage fd,RefSeq-88,,Inoviridae,,Inovirus
Enterobacteria phage fiAA91-ss,RefSeq-88,Caudovirales,Myoviridae,Peduovirinae,P2virus
Enterobacteria phage mEp043 c-1,RefSeq-88,Caudovirales,Siphoviridae,,
Enterobacteria phage mEp235,RefSeq-88,Caudovirales,Siphoviridae,,Hk97virus
Enterobacteria phage mEp237,RefSeq-88,Caudovirales,Siphoviridae,,
Enterobacteria phage mEp460,RefSeq-88,Caudovirales,Siphoviridae,,
Enterobacteria phage mEpX1,RefSeq-88,Caudovirales,Siphoviridae,,Hk97virus
Enterobacteria phage mEpX2,RefSeq-88,Caudovirales,Siphoviridae,,Hk97virus
Enterobacteria phage phi80,RefSeq-88,Caudovirales,Siphoviridae,,
Enterobacteria phage phi92,RefSeq-88,Caudovirales,Myoviridae,,
Enterobacteria phage phiEcoM-GJ1,RefSeq-88,Caudovirales,Myoviridae,,
Enterobacteria phage phiK,RefSeq-88,,Microviridae,Bullavirinae,Alpha3microvirus
Enterobacteria phage phiP27,RefSeq-88,Caudovirales,Myoviridae,,
Enterobacteria phage phiX174 sensu lato,RefSeq-88,,Microviridae,Bullavirinae,Phix174microvirus
Enterobacteria phage vB_EcoM_VR5,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Js98virus
Enterobacteria phage vB_EcoP_ACG-C91,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,Sp6virus
Enterobacteria phage vB_EcoS_NBD2,RefSeq-88,Caudovirales,Siphoviridae,Tunavirinae,
Enterobacteria phage vB_EcoS_Rogue1,RefSeq-88,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Enterobacteria phage vB_KleM-RaK2,RefSeq-88,Caudovirales,Myoviridae,,
Enterobacterial phage mEp213,RefSeq-88,Caudovirales,Siphoviridae,,
Enterobacterial phage mEp234,RefSeq-88,Caudovirales,Siphoviridae,,Hk97virus
Enterobacterial phage mEp390,RefSeq-88,Caudovirales,Siphoviridae,,Hk97virus
Enterobacteriaphage UAB_Phi87,RefSeq-88,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Enterococcus phage BC611,RefSeq-88,Caudovirales,Siphoviridae,,Sap6virus
Enterococcus phage ECP3,RefSeq-88,Caudovirales,Myoviridae,Spounavirinae,
Enterococcus phage EF62phi,RefSeq-88,Caudovirales,Podoviridae,Picovirinae,
Enterococcus phage EFAP-1,RefSeq-88,Caudovirales,Siphoviridae,,
Enterococcus phage EFC-1,RefSeq-88,Caudovirales,Siphoviridae,,
Enterococcus phage EFDG1,RefSeq-88,Caudovirales,Myoviridae,Spounavirinae,
Enterococcus phage EFLK1,RefSeq-88,Caudovirales,Myoviridae,Spounavirinae,
Enterococcus phage EFRM31,RefSeq-88,Caudovirales,Siphoviridae,,
Enterococcus phage Ec-ZZ2,RefSeq-88,Caudovirales,Siphoviridae,,
Enterococcus phage EfaCPT1,RefSeq-88,Caudovirales,Siphoviridae,,
Enterococcus phage IME-EF4,RefSeq-88,Caudovirales,Siphoviridae,,
Enterococcus phage IME-EFm1,RefSeq-88,Caudovirales,Siphoviridae,,
Enterococcus phage IME-EFm5,RefSeq-88,Caudovirales,Siphoviridae,,
Enterococcus phage IME_EF3,RefSeq-88,Caudovirales,Siphoviridae,,
Enterococcus phage SANTOR1,RefSeq-88,Caudovirales,Siphoviridae,,
Enterococcus phage VD13,RefSeq-88,Caudovirales,Siphoviridae,,Sap6virus
Enterococcus phage phiEF24C,RefSeq-88,Caudovirales,Myoviridae,Spounavirinae,
Enterococcus phage phiEf11,RefSeq-88,Caudovirales,Siphoviridae,,
Enterococcus phage phiFL1A,RefSeq-88,Caudovirales,Siphoviridae,,Phifelvirus
Enterococcus phage phiFL2A,RefSeq-88,Caudovirales,Siphoviridae,,Phifelvirus
Enterococcus phage phiFL3A,RefSeq-88,Caudovirales,Siphoviridae,,Phifelvirus
Enterococcus phage phiFL4A,RefSeq-88,Caudovirales,Siphoviridae,,
Enterococcus phage vB_EfaP_IME195,RefSeq-88,Caudovirales,Podoviridae,Picovirinae,P68virus
Enterococcus phage vB_EfaS_IME196,RefSeq-88,Caudovirales,Siphoviridae,,
Enterococcus phage vB_EfaS_IME197,RefSeq-88,Caudovirales,Siphoviridae,,
Enterococcus phage vB_EfaS_IME198,RefSeq-88,Caudovirales,Siphoviridae,,Sap6virus
Enterococcus phage vB_Efae230P-4,RefSeq-88,Caudovirales,Podoviridae,Picovirinae,P68virus
Erwinia amylovora phage Era103,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,Sp6virus
Erwinia phage ENT90,RefSeq-88,Caudovirales,Myoviridae,Peduovirinae,P2virus
Erwinia phage Ea35-70,RefSeq-88,Caudovirales,Myoviridae,,Agrican357virus
Erwinia phage Ea9-2,RefSeq-88,Caudovirales,Podoviridae,,Ea92virus
Erwinia phage FE44,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Erwinia phage PEp14,RefSeq-88,Caudovirales,Podoviridae,,
Erwinia phage PhiEaH1,RefSeq-88,Caudovirales,Siphoviridae,,
Erwinia phage phiEa100,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,Sp6virus
Erwinia phage phiEa104,RefSeq-88,Caudovirales,Myoviridae,Ounavirinae,Ea214virus
Erwinia phage phiEa21-4,RefSeq-88,Caudovirales,Myoviridae,Ounavirinae,Ea214virus
Erwinia phage phiEa2809,RefSeq-88,Caudovirales,Ackermannviridae,,
Erwinia phage phiEaH2,RefSeq-88,Caudovirales,Myoviridae,,Eah2virus
Erwinia phage phiEt88,RefSeq-88,Caudovirales,Myoviridae,,
Erwinia phage vB_EamM-Y2,RefSeq-88,Caudovirales,Myoviridae,,
Erwinia phage vB_EamM_Asesino,RefSeq-88,Caudovirales,Myoviridae,,Eah2virus
Erwinia phage vB_EamM_Caitlin,RefSeq-88,Caudovirales,Myoviridae,,Spn3virus
Erwinia phage vB_EamM_ChrisDB,RefSeq-88,Caudovirales,Myoviridae,,Spn3virus
Erwinia phage vB_EamM_EarlPhillipIV,RefSeq-88,Caudovirales,Myoviridae,,Spn3virus
Erwinia phage vB_EamM_Huxley,RefSeq-88,Caudovirales,Myoviridae,,Spn3virus
Erwinia phage vB_EamM_Kwan,RefSeq-88,Caudovirales,Myoviridae,,Spn3virus
Erwinia phage vB_EamM_Phobos,RefSeq-88,Caudovirales,Myoviridae,,Spn3virus
Erwinia phage vB_EamP-L1,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Erwinia phage vB_EamP-S6,RefSeq-88,Caudovirales,Podoviridae,,
Erwinia phage vB_EamP_Frozen,RefSeq-88,Caudovirales,Podoviridae,,Ea92virus
Erysipelothrix phage SE-1,RefSeq-88,Caudovirales,Siphoviridae,,
Escherichia Stx1 converting phage,RefSeq-88,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage 121Q,RefSeq-88,Caudovirales,Myoviridae,,
Escherichia phage 172-1,RefSeq-88,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage 4MG,RefSeq-88,Caudovirales,Myoviridae,Vequintavirinae,Se1virus
Escherichia phage 64795_ec1,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Escherichia phage ADB-2,RefSeq-88,Caudovirales,Siphoviridae,Tunavirinae,T1virus
Escherichia phage APCEc01,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Rb69virus
Escherichia phage AR1,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage Av-05,RefSeq-88,Caudovirales,Myoviridae,,
Escherichia phage Bp4,RefSeq-88,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage CAjan,RefSeq-88,Caudovirales,Siphoviridae,,Seuratvirus
Escherichia phage CICC 80001,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Escherichia phage D108,RefSeq-88,Caudovirales,Myoviridae,,Muvirus
Escherichia phage EB49,RefSeq-88,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage EC6,RefSeq-88,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage ECBP1,RefSeq-88,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage ECBP2,RefSeq-88,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage ECBP5,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,Sp6virus
Escherichia phage ECML-117,RefSeq-88,Caudovirales,Myoviridae,,Pbunavirus
Escherichia phage ECML-134,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage ECML-4,RefSeq-88,Caudovirales,Ackermannviridae,Cvivirinae,Vi1virus
Escherichia phage EK99P-1,RefSeq-88,Caudovirales,Siphoviridae,,Hk578virus
Escherichia phage Envy,RefSeq-88,Caudovirales,Siphoviridae,,Hk578virus
Escherichia phage FFH2,RefSeq-88,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage FV3,RefSeq-88,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage Gluttony,RefSeq-88,Caudovirales,Siphoviridae,,Hk578virus
Escherichia phage HK578,RefSeq-88,Caudovirales,Siphoviridae,,Hk578virus
Escherichia phage HK639,RefSeq-88,Caudovirales,Siphoviridae,,
Escherichia phage HK75,RefSeq-88,Caudovirales,Siphoviridae,,Hk97virus
Escherichia phage HX01,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Rb69virus
Escherichia phage HY01,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage HY02,RefSeq-88,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage HY03,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage IME11,RefSeq-88,Caudovirales,Podoviridae,,G7cvirus
Escherichia phage JES2013,RefSeq-88,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage JH2,RefSeq-88,Caudovirales,Myoviridae,Ounavirinae,Felixo1virus
Escherichia phage JS98,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Js98virus
Escherichia phage JSE,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Rb49virus
Escherichia phage K1-dep(1),RefSeq-88,Caudovirales,Siphoviridae,Guernseyvirinae,K1gvirus
Escherichia phage K1-dep(4),RefSeq-88,Caudovirales,Siphoviridae,Guernseyvirinae,K1gvirus
Escherichia phage K30,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,Kp32virus
Escherichia phage KBNP1711,RefSeq-88,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage LM33_P1,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Escherichia phage Lw1,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Kp15virus
Escherichia phage MX01,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Js98virus
Escherichia phage Min27,RefSeq-88,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage NJ01,RefSeq-88,Caudovirales,Podoviridae,,Phieco32virus
Escherichia phage P13374,RefSeq-88,Caudovirales,Podoviridae,Sepvirinae,Tl2011virus
Escherichia phage P483,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Escherichia phage P694,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Escherichia phage PA2,RefSeq-88,Caudovirales,Podoviridae,Sepvirinae,Tl2011virus
Escherichia phage PBECO 4,RefSeq-88,Caudovirales,Myoviridae,,
Escherichia phage PE3-1,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,T7virus
Escherichia phage PhaxI,RefSeq-88,Caudovirales,Ackermannviridae,Cvivirinae,Cba120virus
Escherichia phage Pollock,RefSeq-88,Caudovirales,Podoviridae,,Sp58virus
Escherichia phage QL01,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Js98virus
Escherichia phage RB3,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage SUSP1,RefSeq-88,Caudovirales,Myoviridae,Ounavirinae,Suspvirus
Escherichia phage SUSP2,RefSeq-88,Caudovirales,Myoviridae,Ounavirinae,Suspvirus
Escherichia phage Seurat,RefSeq-88,Caudovirales,Siphoviridae,,Seuratvirus
Escherichia phage Stx2 II,RefSeq-88,Caudovirales,Podoviridae,Sepvirinae,Nona33virus
Escherichia phage TL-2011b,RefSeq-88,Caudovirales,Podoviridae,,Epsilon15virus
Escherichia phage TL-2011c,RefSeq-88,Caudovirales,Podoviridae,Sepvirinae,Tl2011virus
Escherichia phage UFV-AREG1,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage V5,RefSeq-88,Caudovirales,Myoviridae,Vequintavirinae,V5virus
Escherichia phage WG01,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,Js98virus
Escherichia phage YD-2008.s,RefSeq-88,Caudovirales,Siphoviridae,,Hk578virus
Escherichia phage e4/1c,RefSeq-88,Caudovirales,Siphoviridae,Tunavirinae,Rogue1virus
Escherichia phage ime09,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage phAPEC8,RefSeq-88,Caudovirales,Myoviridae,,
Escherichia phage phi191,RefSeq-88,Caudovirales,Podoviridae,Sepvirinae,Tl2011virus
Escherichia phage phiKT,RefSeq-88,Caudovirales,Podoviridae,Autographivirinae,
Escherichia phage phiV10,RefSeq-88,Caudovirales,Podoviridae,,Epsilon15virus
Escherichia phage pro147,RefSeq-88,Caudovirales,Myoviridae,Peduovirinae,P2virus
Escherichia phage pro483,RefSeq-88,Caudovirales,Myoviridae,Peduovirinae,P2virus
Escherichia phage slur01,RefSeq-88,Caudovirales,Siphoviridae,,Seuratvirus
Escherichia phage slur02,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage slur05,RefSeq-88,Caudovirales,Siphoviridae,,Hk578virus
Escherichia phage slur07,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage slur09,RefSeq-88,Caudovirales,Siphoviridae,,T5virus
Escherichia phage slur14,RefSeq-88,Caudovirales,Myoviridae,Tevenvirinae,T4virus
Escherichia phage slur16,RefSeq-88,Caudovirales,Myoviridae,Vequintavirinae,V5virus
